,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two,under,over,over_under_tie_credit,under_result,over_result,to_spread,usd,cred,result,away_dogs_,away_dogs
2113,11/18/2007,2007,11,CIN,ARI,CIN,-3.5,49.5,,42.0,7.0,75.0,27.0,35.0,False,False,62.0,12.5,12.5,4.5,11/18/2007,11/18/2007,6,51.5,47.5,100,-150,0,0,-50,-110,100,0,-110,100,-11.5,100,0,100,-110,-110
2114,11/18/2007,2007,11,DAL,WAS,DAL,-11.0,47.0,,69.0,8.0,70.0,28.0,23.0,False,False,51.0,4.0,4.0,-6.0,11/18/2007,11/18/2007,6,49.0,45.0,100,-150,0,0,-50,-110,100,0,-110,100,-6.0,100,0,100,-110,-110
2116,11/18/2007,2007,11,GB,CAR,GB,-10.0,37.5,,33.0,10.0,60.0,31.0,17.0,False,False,48.0,10.5,10.5,4.0,11/18/2007,11/18/2007,6,39.5,35.5,100,-150,0,0,-50,-110,100,0,-110,100,4.0,-110,0,-110,100,100
2117,11/18/2007,2007,11,HOU,NO,HOU,-1.0,50.5,DOME,72.0,0.0,,23.0,10.0,False,False,33.0,-17.5,17.5,12.0,11/18/2007,11/18/2007,6,52.5,48.5,-150,100,0,0,-50,100,-110,0,100,-110,12.0,-110,0,-110,100,100
2118,11/18/2007,2007,11,IND,KC,IND,-14.5,41.5,DOME,72.0,0.0,,13.0,10.0,False,False,23.0,-18.5,18.5,-11.5,11/18/2007,11/18/2007,6,43.5,39.5,-150,100,0,0,-50,100,-110,0,100,-110,-11.5,100,0,100,-110,-110
2119,11/18/2007,2007,11,JAX,,JAX,-3.0,40.5,,56.0,4.0,72.0,24.0,17.0,False,False,41.0,0.5,0.5,4.0,11/18/2007,11/18/2007,6,42.5,38.5,100,100,0,0,200,-110,100,0,-110,100,4.0,-110,0,-110,100,100
2120,11/18/2007,2007,11,MIN,OAK,MIN,-4.5,35.5,DOME,72.0,0.0,,29.0,22.0,False,False,51.0,15.5,15.5,2.5,11/18/2007,11/18/2007,6,37.5,33.5,100,-150,0,0,-50,-110,100,0,-110,100,2.5,-110,0,-110,100,100
2122,11/18/2007,2007,11,PHI,MIA,PHI,-9.5,40.0,,42.0,11.0,69.0,17.0,7.0,False,False,24.0,-16.0,16.0,0.5,11/18/2007,11/18/2007,6,42.0,38.0,-150,100,0,0,-50,100,-110,0,100,-110,0.5,-110,0,-110,100,100
2124,11/18/2007,2007,11,SEA,CHI,SEA,-5.5,37.5,,45.0,12.0,81.0,30.0,23.0,False,False,53.0,15.5,15.5,1.5,11/18/2007,11/18/2007,6,39.5,35.5,100,-150,0,0,-50,-110,100,0,-110,100,1.5,-110,0,-110,100,100
2127,11/22/2007,2007,12,DAL,NYJ,DAL,-14.5,47.5,,43.0,18.0,52.0,34.0,3.0,False,False,37.0,-10.5,10.5,16.5,11/22/2007,11/22/2007,3,49.5,45.5,-150,100,0,0,-50,100,-110,0,100,-110,16.5,-110,0,-110,100,100
2129,11/25/2007,2007,12,ARI,SF,ARI,-10.5,38.0,DOME,72.0,0.0,,31.0,37.0,False,False,68.0,30.0,30.0,-4.5,11/25/2007,11/25/2007,6,40.0,36.0,100,-150,0,0,-50,-110,100,0,-110,100,-16.5,100,0,100,-110,-110
2131,11/25/2007,2007,12,CHI,DEN,CHI,-1.0,41.5,,32.0,11.0,75.0,37.0,34.0,False,False,71.0,29.5,29.5,2.0,11/25/2007,11/25/2007,6,43.5,39.5,100,-150,0,0,-50,-110,100,0,-110,100,2.0,-110,0,-110,100,100
2133,11/25/2007,2007,12,CLE,HOU,CLE,-3.0,52.0,,32.0,8.0,64.0,27.0,17.0,False,False,44.0,-8.0,8.0,7.0,11/25/2007,11/25/2007,6,54.0,50.0,-150,100,0,0,-50,100,-110,0,100,-110,7.0,-110,0,-110,100,100
2134,11/25/2007,2007,12,JAX,BUF,JAX,-9.0,37.0,,60.0,12.0,89.0,36.0,14.0,False,False,50.0,13.0,13.0,13.0,11/25/2007,11/25/2007,6,39.0,35.0,100,-150,0,0,-50,-110,100,0,-110,100,13.0,-110,0,-110,100,100
2135,11/25/2007,2007,12,KC,OAK,KC,-4.0,34.5,,30.0,8.0,79.0,17.0,20.0,False,False,37.0,2.5,2.5,-1.0,11/25/2007,11/25/2007,6,36.5,32.5,100,-150,0,0,-50,-110,100,0,-110,100,-7.0,100,0,100,-110,-110
2136,11/25/2007,2007,12,NE,PHI,NE,-24.5,51.5,,36.0,10.0,38.0,31.0,28.0,False,False,59.0,7.5,7.5,-21.5,11/25/2007,11/25/2007,6,53.5,49.5,100,-150,0,0,-50,-110,100,0,-110,100,-21.5,100,0,100,-110,-110
2137,11/25/2007,2007,12,NYG,MIN,NYG,-7.5,40.0,,41.0,10.0,39.0,17.0,41.0,False,False,58.0,18.0,18.0,16.5,11/25/2007,11/25/2007,6,42.0,38.0,100,-150,0,0,-50,-110,100,0,-110,100,-31.5,100,0,100,-110,-110
2138,11/25/2007,2007,12,TB,WAS,TB,-3.0,38.5,,74.0,6.0,72.0,19.0,13.0,False,False,32.0,-6.5,6.5,3.0,11/25/2007,11/25/2007,6,40.5,36.5,-150,100,0,0,-50,100,-110,0,100,-110,3.0,-110,0,-110,100,100
2139,11/26/2007,2007,12,PIT,MIA,PIT,-16.0,38.5,,46.0,7.0,88.0,3.0,0.0,False,False,3.0,-35.5,35.5,-13.0,11/26/2007,11/26/2007,0,40.5,36.5,-150,100,0,0,-50,100,-110,0,100,-110,-13.0,100,0,100,-110,-110
2140,11/29/2007,2007,13,DAL,GB,DAL,-6.5,52.5,,53.0,12.0,45.0,37.0,27.0,False,False,64.0,11.5,11.5,3.5,11/29/2007,11/29/2007,3,54.5,50.5,100,-150,0,0,-50,-110,100,0,-110,100,3.5,-110,0,-110,100,100
2142,12/2/2007,2007,13,CAR,SF,CAR,-3.0,35.0,,48.0,7.0,43.0,31.0,14.0,False,False,45.0,10.0,10.0,14.0,12/2/2007,12/2/2007,6,37.0,33.0,100,-150,0,0,-50,-110,100,0,-110,100,14.0,-110,0,-110,100,100
2144,12/2/2007,2007,13,IND,JAX,IND,-7.0,45.0,DOME,72.0,0.0,,28.0,25.0,False,False,53.0,8.0,8.0,-4.0,12/2/2007,12/2/2007,6,47.0,43.0,100,-150,0,0,-50,-110,100,0,-110,100,-4.0,100,0,100,-110,-110
2146,12/2/2007,2007,13,MIA,NYJ,MIA,-1.0,37.5,,77.0,8.0,68.0,13.0,40.0,False,False,53.0,15.5,15.5,26.0,12/2/2007,12/2/2007,6,39.5,35.5,100,-150,0,0,-50,-110,100,0,-110,100,-28.0,100,0,100,-110,-110
2147,12/2/2007,2007,13,MIN,DET,MIN,-4.5,44.5,DOME,72.0,0.0,,42.0,10.0,False,False,52.0,7.5,7.5,27.5,12/2/2007,12/2/2007,6,46.5,42.5,100,-150,0,0,-50,-110,100,0,-110,100,27.5,-110,0,-110,100,100
2148,12/2/2007,2007,13,NO,TB,NO,-3.0,42.0,DOME,72.0,0.0,,23.0,27.0,False,False,50.0,8.0,8.0,1.0,12/2/2007,12/2/2007,6,44.0,40.0,100,-150,0,0,-50,-110,100,0,-110,100,-7.0,100,0,100,-110,-110
2150,12/2/2007,2007,13,PHI,SEA,PHI,-3.0,39.0,,30.0,10.0,64.0,24.0,28.0,False,False,52.0,13.0,13.0,1.0,12/2/2007,12/2/2007,6,41.0,37.0,100,-150,0,0,-50,-110,100,0,-110,100,-7.0,100,0,100,-110,-110
2151,12/2/2007,2007,13,PIT,CIN,PIT,-7.0,38.0,,37.0,9.0,66.0,24.0,10.0,False,False,34.0,-4.0,4.0,7.0,12/2/2007,12/2/2007,6,40.0,36.0,-150,100,0,0,-50,100,-110,0,100,-110,7.0,-110,0,-110,100,100
2152,12/2/2007,2007,13,TEN,HOU,TEN,-3.5,40.0,,59.0,14.0,50.0,28.0,20.0,False,False,48.0,8.0,8.0,4.5,12/2/2007,12/2/2007,6,42.0,38.0,100,-150,0,0,-50,-110,100,0,-110,100,4.5,-110,0,-110,100,100
2153,12/2/2007,2007,13,WAS,BUF,WAS,-6.5,37.5,,40.0,9.0,50.0,16.0,17.0,False,False,33.0,-4.5,4.5,-5.5,12/2/2007,12/2/2007,6,39.5,35.5,-150,100,0,0,-50,100,-110,0,100,-110,-7.5,100,0,100,-110,-110
2155,12/6/2007,2007,14,WAS,CHI,WAS,-3.0,40.0,,29.0,12.0,63.0,24.0,16.0,False,False,40.0,0.0,0.0,5.0,12/6/2007,12/6/2007,3,42.0,38.0,100,100,0,0,200,-110,-110,110,0,0,5.0,-110,0,-110,100,100
2157,12/9/2007,2007,14,BUF,MIA,BUF,-7.0,34.0,,28.0,7.0,73.0,38.0,17.0,False,False,55.0,21.0,21.0,14.0,12/9/2007,12/9/2007,6,36.0,32.0,100,-150,0,0,-50,-110,100,0,-110,100,14.0,-110,0,-110,100,100
2158,12/9/2007,2007,14,CIN,,CIN,-10.0,45.5,,37.0,8.0,99.0,19.0,10.0,False,False,29.0,-16.5,16.5,-1.0,12/9/2007,12/9/2007,6,47.5,43.5,-150,100,0,0,-50,100,-110,0,100,-110,-1.0,100,0,100,-110,-110
2159,12/9/2007,2007,14,DEN,KC,DEN,-7.5,37.5,,11.0,6.0,89.0,41.0,7.0,False,False,48.0,10.5,10.5,26.5,12/9/2007,12/9/2007,6,39.5,35.5,100,-150,0,0,-50,-110,100,0,-110,100,26.5,-110,0,-110,100,100
2161,12/9/2007,2007,14,GB,OAK,GB,-10.0,40.5,,17.0,5.0,62.0,38.0,7.0,False,False,45.0,4.5,4.5,21.0,12/9/2007,12/9/2007,6,42.5,38.5,100,-150,0,0,-50,-110,100,0,-110,100,21.0,-110,0,-110,100,100
2163,12/9/2007,2007,14,JAX,CAR,JAX,-10.5,39.0,,64.0,7.0,86.0,37.0,6.0,False,False,43.0,4.0,4.0,20.5,12/9/2007,12/9/2007,6,41.0,37.0,100,-150,0,0,-50,-110,100,0,-110,100,20.5,-110,0,-110,100,100
2164,12/9/2007,2007,14,NE,PIT,NE,-10.5,49.5,,33.0,7.0,56.0,34.0,13.0,False,False,47.0,-2.5,2.5,10.5,12/9/2007,12/9/2007,6,51.5,47.5,-150,100,0,0,-50,100,-110,0,100,-110,10.5,-110,0,-110,100,100
2166,12/9/2007,2007,14,PHI,NYG,PHI,-3.0,42.0,,37.0,6.0,73.0,13.0,16.0,False,False,29.0,-13.0,13.0,0.0,12/9/2007,12/9/2007,6,44.0,40.0,-150,100,0,0,-50,100,-110,0,100,-110,-6.0,100,0,100,-110,-110
2168,12/9/2007,2007,14,SEA,ARI,SEA,-7.5,44.5,,33.0,4.0,72.0,42.0,21.0,False,False,63.0,18.5,18.5,13.5,12/9/2007,12/9/2007,6,46.5,42.5,100,-150,0,0,-50,-110,100,0,-110,100,13.5,-110,0,-110,100,100
2174,12/16/2007,2007,15,CLE,BUF,CLE,-5.0,37.0,,31.0,19.0,82.0,8.0,0.0,False,False,8.0,-29.0,29.0,3.0,12/16/2007,12/16/2007,6,39.0,35.0,-150,100,0,0,-50,100,-110,0,100,-110,3.0,-110,0,-110,100,100
2175,12/16/2007,2007,15,DAL,PHI,DAL,-10.0,49.0,,38.0,13.0,54.0,6.0,10.0,False,False,16.0,-33.0,33.0,-6.0,12/16/2007,12/16/2007,6,51.0,47.0,-150,100,0,0,-50,100,-110,0,100,-110,-14.0,100,0,100,-110,-110
2178,12/16/2007,2007,15,NE,NYJ,NE,-20.5,41.0,,30.0,24.0,79.0,20.0,10.0,False,False,30.0,-11.0,11.0,-10.5,12/16/2007,12/16/2007,6,43.0,39.0,-150,100,0,0,-50,100,-110,0,100,-110,-10.5,100,0,100,-110,-110
2179,12/16/2007,2007,15,NO,ARI,NO,-3.5,49.5,DOME,72.0,0.0,,31.0,24.0,False,False,55.0,5.5,5.5,3.5,12/16/2007,12/16/2007,6,51.5,47.5,100,-150,0,0,-50,-110,100,0,-110,100,3.5,-110,0,-110,100,100
2180,12/16/2007,2007,15,NYG,WAS,NYG,-6.5,36.5,,34.0,23.0,77.0,10.0,22.0,False,False,32.0,-4.5,4.5,5.5,12/16/2007,12/16/2007,6,38.5,34.5,-150,100,0,0,-50,100,-110,0,100,-110,-18.5,100,0,100,-110,-110
2182,12/16/2007,2007,15,PIT,JAX,PIT,-3.0,34.5,,33.0,16.0,84.0,22.0,29.0,False,False,51.0,16.5,16.5,4.0,12/16/2007,12/16/2007,6,36.5,32.5,100,-150,0,0,-50,-110,100,0,-110,100,-10.0,100,0,100,-110,-110
2183,12/16/2007,2007,15,TB,ATL,TB,-12.5,37.5,,71.0,17.0,74.0,37.0,3.0,False,False,40.0,2.5,2.5,21.5,12/16/2007,12/16/2007,6,39.5,35.5,100,-150,0,0,-50,-110,100,0,-110,100,21.5,-110,0,-110,100,100
2184,12/17/2007,2007,15,MIN,CHI,MIN,-10.5,43.5,DOME,72.0,0.0,,20.0,13.0,False,False,33.0,-10.5,10.5,-3.5,12/17/2007,12/17/2007,0,45.5,41.5,-150,100,0,0,-50,100,-110,0,100,-110,-3.5,100,0,100,-110,-110
2186,12/23/2007,2007,16,ARI,ATL,ARI,-10.5,43.5,DOME,72.0,0.0,,30.0,27.0,False,False,57.0,13.5,13.5,-7.5,12/23/2007,12/23/2007,6,45.5,41.5,100,-150,0,0,-50,-110,100,0,-110,100,-7.5,100,0,100,-110,-110
2190,12/23/2007,2007,16,DET,KC,DET,-5.0,43.5,DOME,72.0,0.0,,25.0,20.0,False,False,45.0,1.5,1.5,0.0,12/23/2007,12/23/2007,6,45.5,41.5,100,100,0,0,200,-110,100,0,-110,100,0.0,-110,110,0,-110,0
2191,12/23/2007,2007,16,IND,HOU,IND,-6.5,45.0,DOME,72.0,0.0,,38.0,15.0,False,False,53.0,8.0,8.0,16.5,12/23/2007,12/23/2007,6,47.0,43.0,100,-150,0,0,-50,-110,100,0,-110,100,16.5,-110,0,-110,100,100
2192,12/23/2007,2007,16,JAX,OAK,JAX,-13.5,39.5,,59.0,9.0,89.0,49.0,11.0,False,False,60.0,20.5,20.5,24.5,12/23/2007,12/23/2007,6,41.5,37.5,100,-150,0,0,-50,-110,100,0,-110,100,24.5,-110,0,-110,100,100
2193,12/23/2007,2007,16,MIN,WAS,MIN,-6.5,40.5,DOME,72.0,0.0,,21.0,32.0,False,False,53.0,12.5,12.5,4.5,12/23/2007,12/23/2007,6,42.5,38.5,100,-150,0,0,-50,-110,100,0,-110,100,-17.5,100,0,100,-110,-110
2194,12/23/2007,2007,16,NE,MIA,NE,-22.5,45.5,,39.0,6.0,82.0,28.0,7.0,False,False,35.0,-10.5,10.5,-1.5,12/23/2007,12/23/2007,6,47.5,43.5,-150,100,0,0,-50,100,-110,0,100,-110,-1.5,100,0,100,-110,-110
2195,12/23/2007,2007,16,NO,PHI,NO,-3.0,48.0,DOME,72.0,0.0,,23.0,38.0,False,False,61.0,13.0,13.0,12.0,12/23/2007,12/23/2007,6,50.0,46.0,100,-150,0,0,-50,-110,100,0,-110,100,-18.0,100,0,100,-110,-110
2197,12/23/2007,2007,16,SEA,BAL,SEA,-13.5,39.0,,42.0,12.0,88.0,27.0,6.0,False,False,33.0,-6.0,6.0,7.5,12/23/2007,12/23/2007,6,41.0,37.0,-150,100,0,0,-50,100,-110,0,100,-110,7.5,-110,0,-110,100,100
2198,12/23/2007,2007,16,TEN,NYJ,TEN,-9.0,37.5,,46.0,18.0,64.0,10.0,6.0,False,False,16.0,-21.5,21.5,-5.0,12/23/2007,12/23/2007,6,39.5,35.5,-150,100,0,0,-50,100,-110,0,100,-110,-5.0,100,0,100,-110,-110
2200,12/30/2007,2007,17,ARI,,ARI,-6.0,49.0,DOME,72.0,0.0,,48.0,19.0,False,False,67.0,18.0,18.0,23.0,12/30/2007,12/30/2007,6,51.0,47.0,100,-150,0,0,-50,-110,100,0,-110,100,23.0,-110,0,-110,100,100
2203,12/30/2007,2007,17,CHI,NO,CHI,-1.0,42.0,,26.0,9.0,81.0,33.0,25.0,False,False,58.0,16.0,16.0,7.0,12/30/2007,12/30/2007,6,44.0,40.0,100,-150,0,0,-50,-110,100,0,-110,100,7.0,-110,0,-110,100,100
2204,12/30/2007,2007,17,CLE,SF,CLE,-11.5,41.0,,30.0,6.0,67.0,20.0,7.0,False,False,27.0,-14.0,14.0,1.5,12/30/2007,12/30/2007,6,43.0,39.0,-150,100,0,0,-50,100,-110,0,100,-110,1.5,-110,0,-110,100,100
2206,12/30/2007,2007,17,GB,DET,GB,-3.0,38.5,,22.0,5.0,80.0,34.0,13.0,False,False,47.0,8.5,8.5,18.0,12/30/2007,12/30/2007,6,40.5,36.5,100,-150,0,0,-50,-110,100,0,-110,100,18.0,-110,0,-110,100,100
2207,12/30/2007,2007,17,HOU,JAX,HOU,-7.0,42.0,DOME,72.0,0.0,,42.0,28.0,False,False,70.0,28.0,28.0,7.0,12/30/2007,12/30/2007,6,44.0,40.0,100,-150,0,0,-50,-110,100,0,-110,100,7.0,-110,0,-110,100,100
2210,12/30/2007,2007,17,NYJ,KC,NYJ,-4.5,35.0,,42.0,10.0,55.0,13.0,10.0,False,False,23.0,-12.0,12.0,-1.5,12/30/2007,12/30/2007,6,37.0,33.0,-150,100,0,0,-50,100,-110,0,100,-110,-1.5,100,0,100,-110,-110
2212,12/30/2007,2007,17,PHI,BUF,PHI,-9.0,39.0,,39.0,7.0,70.0,17.0,9.0,False,False,26.0,-13.0,13.0,-1.0,12/30/2007,12/30/2007,6,41.0,37.0,-150,100,0,0,-50,100,-110,0,100,-110,-1.0,100,0,100,-110,-110
2214,12/30/2007,2007,17,WAS,DAL,WAS,-9.0,39.5,,43.0,6.0,70.0,27.0,6.0,False,False,33.0,-6.5,6.5,12.0,12/30/2007,12/30/2007,6,41.5,37.5,-150,100,0,0,-50,100,-110,0,100,-110,12.0,-110,0,-110,100,100
2216,1/5/2008,2007,18,SEA,WAS,SEA,-3.5,38.5,,,,,35.0,14.0,False,True,49.0,10.5,10.5,17.5,1/5/2008,1/5/2008,5,40.5,36.5,100,-150,0,0,-50,-110,100,0,-110,100,17.5,-110,0,-110,100,100
2217,1/6/2008,2007,18,TB,NYG,TB,-3.0,39.5,,,,,14.0,24.0,False,True,38.0,-1.5,1.5,7.0,1/6/2008,1/6/2008,6,41.5,37.5,100,100,0,0,200,100,-110,0,100,-110,-13.0,100,0,100,-110,-110
2218,1/12/2008,2007,19,GB,SEA,GB,-7.5,44.0,,,,,42.0,20.0,False,True,62.0,18.0,18.0,14.5,1/12/2008,1/12/2008,5,46.0,42.0,100,-150,0,0,-50,-110,100,0,-110,100,14.5,-110,0,-110,100,100
2219,1/12/2008,2007,19,NE,JAX,NE,-13.5,51.5,,,,,31.0,20.0,False,True,51.0,-0.5,0.5,-2.5,1/12/2008,1/12/2008,5,53.5,49.5,100,100,0,0,200,100,-110,0,100,-110,-2.5,100,0,100,-110,-110
2220,1/13/2008,2007,19,DAL,NYG,DAL,-7.0,47.5,,,,,17.0,21.0,False,True,38.0,-9.5,9.5,-3.0,1/13/2008,1/13/2008,6,49.5,45.5,-150,100,0,0,-50,100,-110,0,100,-110,-11.0,100,0,100,-110,-110
2221,1/13/2008,2007,19,IND,,IND,-11.0,47.0,,,,,24.0,28.0,False,True,52.0,5.0,5.0,-7.0,1/13/2008,1/13/2008,6,49.0,45.0,100,-150,0,0,-50,-110,100,0,-110,100,-15.0,100,0,100,-110,-110
2222,1/20/2008,2007,20,GB,NYG,GB,-7.5,41.5,,,,,20.0,23.0,False,True,43.0,1.5,1.5,-4.5,1/20/2008,1/20/2008,6,43.5,39.5,100,100,0,0,200,-110,100,0,-110,100,-10.5,100,0,100,-110,-110
2223,1/20/2008,2007,20,NE,,NE,-14.0,48.0,,,,,21.0,12.0,False,True,33.0,-15.0,15.0,-5.0,1/20/2008,1/20/2008,6,50.0,46.0,-150,100,0,0,-50,100,-110,0,100,-110,-5.0,100,0,100,-110,-110
2224,2/3/2008,2007,21,NE,NYG,NE,-12.0,55.0,,,,,14.0,17.0,True,True,31.0,-24.0,24.0,-9.0,2/3/2008,2/3/2008,6,57.0,53.0,-150,100,0,0,-50,100,-110,0,100,-110,-15.0,100,0,100,-110,-110
2225,9/4/2008,2008,1,NYG,WAS,NYG,-4.5,41.5,,79.0,10.0,61.0,16.0,7.0,False,False,23.0,-18.5,18.5,4.5,9/4/2008,9/4/2008,3,43.5,39.5,-150,100,0,0,-50,100,-110,0,100,-110,4.5,-110,0,-110,100,100
2228,9/7/2008,2008,1,BUF,SEA,BUF,-1.0,38.5,,60.0,8.0,82.0,34.0,10.0,False,False,44.0,5.5,5.5,23.0,9/7/2008,9/7/2008,6,40.5,36.5,100,-150,0,0,-50,-110,100,0,-110,100,23.0,-110,0,-110,100,100
2230,9/7/2008,2008,1,IND,CHI,IND,-10.0,44.0,DOME,72.0,0.0,,13.0,29.0,False,False,42.0,-2.0,2.0,6.0,9/7/2008,9/7/2008,6,46.0,42.0,-150,100,150,0,100,100,-110,0,100,-110,-26.0,100,0,100,-110,-110
2232,9/7/2008,2008,1,NE,KC,NE,-16.0,43.5,,74.0,16.0,72.0,17.0,10.0,False,False,27.0,-16.5,16.5,-9.0,9/7/2008,9/7/2008,6,45.5,41.5,-150,100,0,0,-50,100,-110,0,100,-110,-9.0,100,0,100,-110,-110
2233,9/7/2008,2008,1,NO,TB,NO,-3.0,42.5,DOME,72.0,0.0,,24.0,20.0,False,False,44.0,1.5,1.5,1.0,9/7/2008,9/7/2008,6,44.5,40.5,100,100,0,0,200,-110,100,0,-110,100,1.0,-110,0,-110,100,100
2234,9/7/2008,2008,1,PHI,,PHI,-8.0,44.0,,73.0,15.0,61.0,38.0,3.0,False,False,41.0,-3.0,3.0,27.0,9/7/2008,9/7/2008,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,27.0,-110,0,-110,100,100
2235,9/7/2008,2008,1,PIT,HOU,PIT,-6.5,43.0,,63.0,8.0,70.0,38.0,17.0,False,False,55.0,12.0,12.0,14.5,9/7/2008,9/7/2008,6,45.0,41.0,100,-150,0,0,-50,-110,100,0,-110,100,14.5,-110,0,-110,100,100
2238,9/8/2008,2008,1,GB,MIN,GB,-2.5,37.5,,53.0,5.0,83.0,24.0,19.0,False,False,43.0,5.5,5.5,2.5,9/8/2008,9/8/2008,0,39.5,35.5,100,-150,0,0,-50,-110,100,0,-110,100,2.5,-110,0,-110,100,100
2240,9/14/2008,2008,2,ARI,MIA,ARI,-6.5,40.5,DOME,72.0,0.0,,31.0,10.0,False,False,41.0,0.5,0.5,14.5,9/14/2008,9/14/2008,6,42.5,38.5,100,100,0,0,200,-110,100,0,-110,100,14.5,-110,0,-110,100,100
2241,9/14/2008,2008,2,CAR,CHI,CAR,-3.0,37.5,,78.0,10.0,77.0,20.0,17.0,False,False,37.0,-0.5,0.5,0.0,9/14/2008,9/14/2008,6,39.5,35.5,100,100,0,0,200,100,-110,0,100,-110,0.0,-110,110,0,-110,0
2242,9/14/2008,2008,2,CIN,TEN,CIN,-1.0,37.0,,79.0,24.0,68.0,7.0,24.0,False,False,31.0,-6.0,6.0,16.0,9/14/2008,9/14/2008,6,39.0,35.0,-150,100,0,0,-50,100,-110,0,100,-110,-18.0,100,0,100,-110,-110
2244,9/14/2008,2008,2,DEN,,DEN,-1.0,46.5,,54.0,11.0,64.0,39.0,38.0,False,False,77.0,30.5,30.5,0.0,9/14/2008,9/14/2008,6,48.5,44.5,100,-150,0,0,-50,-110,100,0,-110,100,0.0,-110,110,0,-110,0
2246,9/14/2008,2008,2,JAX,BUF,JAX,-4.0,37.0,,84.0,9.0,71.0,16.0,20.0,False,False,36.0,-1.0,1.0,0.0,9/14/2008,9/14/2008,6,39.0,35.0,100,100,0,0,200,100,-110,0,100,-110,-8.0,100,0,100,-110,-110
2247,9/14/2008,2008,2,KC,OAK,KC,-3.5,36.0,,64.0,14.0,77.0,8.0,23.0,False,False,31.0,-5.0,5.0,11.5,9/14/2008,9/14/2008,6,38.0,34.0,-150,100,0,0,-50,100,-110,0,100,-110,-18.5,100,0,100,-110,-110
2249,9/14/2008,2008,2,NYJ,NE,NYJ,-1.0,37.0,,77.0,11.0,75.0,10.0,19.0,False,False,29.0,-8.0,8.0,8.0,9/14/2008,9/14/2008,6,39.0,35.0,-150,100,0,0,-50,100,-110,0,100,-110,-10.0,100,0,100,-110,-110
2250,9/14/2008,2008,2,SEA,SF,SEA,-6.5,38.0,,64.0,10.0,59.0,30.0,33.0,False,False,63.0,25.0,25.0,-3.5,9/14/2008,9/14/2008,6,40.0,36.0,100,-150,0,0,-50,-110,100,0,-110,100,-9.5,100,0,100,-110,-110
2251,9/14/2008,2008,2,TB,ATL,TB,-7.0,37.5,,83.0,8.0,73.0,24.0,9.0,False,False,33.0,-4.5,4.5,8.0,9/14/2008,9/14/2008,6,39.5,35.5,-150,100,0,0,-50,100,-110,0,100,-110,8.0,-110,0,-110,100,100
2252,9/14/2008,2008,2,WAS,NO,WAS,-1.0,43.5,,82.0,11.0,71.0,29.0,24.0,False,False,53.0,9.5,9.5,4.0,9/14/2008,9/14/2008,6,45.5,41.5,100,-150,0,0,-50,-110,100,0,-110,100,4.0,-110,0,-110,100,100
2253,9/15/2008,2008,2,DAL,PHI,DAL,-6.5,46.5,,72.0,9.0,46.0,41.0,37.0,False,False,78.0,31.5,31.5,-2.5,9/15/2008,9/15/2008,0,48.5,44.5,100,-150,0,0,-50,-110,100,0,-110,100,-2.5,100,0,100,-110,-110
2254,9/21/2008,2008,3,ATL,KC,ATL,-6.5,37.0,DOME,72.0,0.0,,38.0,14.0,False,False,52.0,15.0,15.0,17.5,9/21/2008,9/21/2008,6,39.0,35.0,100,-150,0,0,-50,-110,100,0,-110,100,17.5,-110,0,-110,100,100
2255,9/21/2008,2008,3,BAL,CLE,BAL,-2.5,37.0,,63.0,2.0,67.0,28.0,10.0,False,False,38.0,1.0,1.0,15.5,9/21/2008,9/21/2008,6,39.0,35.0,100,100,0,0,200,-110,100,0,-110,100,15.5,-110,0,-110,100,100
2256,9/21/2008,2008,3,BUF,OAK,BUF,-10.0,37.5,,60.0,8.0,84.0,24.0,23.0,False,False,47.0,9.5,9.5,-9.0,9/21/2008,9/21/2008,6,39.5,35.5,100,-150,0,0,-50,-110,100,0,-110,100,-9.0,100,0,100,-110,-110
2257,9/21/2008,2008,3,CHI,TB,CHI,-3.0,35.0,,68.0,6.0,72.0,24.0,27.0,False,False,51.0,16.0,16.0,0.0,9/21/2008,9/21/2008,6,37.0,33.0,100,-150,0,0,-50,-110,100,0,-110,100,-6.0,100,0,100,-110,-110
2258,9/21/2008,2008,3,DEN,NO,DEN,-5.5,52.0,,63.0,16.0,54.0,34.0,32.0,False,False,66.0,14.0,14.0,-3.5,9/21/2008,9/21/2008,6,54.0,50.0,100,-150,0,0,-50,-110,100,0,-110,100,-3.5,100,0,100,-110,-110
2260,9/21/2008,2008,3,IND,JAX,IND,-4.0,42.0,DOME,72.0,0.0,,21.0,23.0,False,False,44.0,2.0,2.0,-2.0,9/21/2008,9/21/2008,6,44.0,40.0,100,-150,0,150,100,-110,100,0,-110,100,-6.0,100,0,100,-110,-110
2261,9/21/2008,2008,3,MIN,CAR,MIN,-3.0,37.5,DOME,72.0,0.0,,20.0,10.0,False,False,30.0,-7.5,7.5,7.0,9/21/2008,9/21/2008,6,39.5,35.5,-150,100,0,0,-50,100,-110,0,100,-110,7.0,-110,0,-110,100,100
