,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two,to_spread,usd,cred,result,against_home_dogs,away_Favs
1417,12/12/2004,2004,14,WAS,PHI,PHI,-8.0,38.5,,44.0,12.0,55.0,14.0,17.0,False,False,31.0,-7.5,7.5,5.0,12/12/2004,12/12/2004,6,40.5,36.5,-150,100,0,0,-50,-5.0,100,0,100,-110,-110
1418,12/13/2004,2004,14,TEN,KC,KC,-2.5,53.0,,43.0,10.0,58.0,38.0,49.0,False,False,87.0,34.0,34.0,-8.5,12/13/2004,12/13/2004,0,55.0,51.0,100,-150,0,0,-50,8.5,-110,0,-110,100,100
1420,12/18/2004,2004,15,NYG,PIT,PIT,-10.0,36.5,,34.0,11.0,65.0,30.0,33.0,False,False,63.0,26.5,26.5,7.0,12/18/2004,12/18/2004,5,38.5,34.5,100,-150,0,0,-50,-7.0,100,0,100,-110,-110
1421,12/18/2004,2004,15,SF,WAS,WAS,-6.5,36.5,,51.0,3.0,86.0,16.0,26.0,False,False,42.0,5.5,5.5,-3.5,12/18/2004,12/18/2004,5,38.5,34.5,100,-150,0,0,-50,3.5,-110,0,-110,100,100
1422,12/19/2004,2004,15,ARI,,LAR,-3.0,41.5,,61.0,8.0,28.0,31.0,7.0,False,False,38.0,-3.5,3.5,-21.0,12/19/2004,12/19/2004,6,43.5,39.5,-150,100,0,0,-50,-27.0,100,0,100,-110,-110
1424,12/19/2004,2004,15,CIN,BUF,BUF,-3.0,41.0,,29.0,21.0,58.0,17.0,33.0,False,False,50.0,9.0,9.0,-13.0,12/19/2004,12/19/2004,6,43.0,39.0,100,-150,0,0,-50,13.0,-110,0,-110,100,100
1425,12/19/2004,2004,15,CLE,,LAC,-8.0,35.0,,24.0,18.0,81.0,0.0,21.0,False,False,21.0,-14.0,14.0,-13.0,12/19/2004,12/19/2004,6,37.0,33.0,-150,100,0,0,-50,13.0,-110,0,-110,100,100
1426,12/19/2004,2004,15,DET,MIN,MIN,-3.0,48.5,DOME,72.0,0.0,,27.0,28.0,False,False,55.0,6.5,6.5,2.0,12/19/2004,12/19/2004,6,50.5,46.5,100,-150,0,0,-50,-2.0,100,0,100,-110,-110
1429,12/19/2004,2004,15,KC,DEN,DEN,-3.0,52.5,,20.0,16.0,53.0,45.0,17.0,False,False,62.0,9.5,9.5,-25.0,12/19/2004,12/19/2004,6,54.5,50.5,100,-150,0,0,-50,-31.0,100,0,100,-110,-110
1434,12/20/2004,2004,15,MIA,NE,NE,-10.0,44.0,,58.0,9.0,59.0,29.0,28.0,False,False,57.0,13.0,13.0,9.0,12/20/2004,12/20/2004,0,46.0,42.0,100,-150,0,0,-50,-11.0,100,0,100,-110,-110
1437,12/25/2004,2004,16,TEN,DEN,DEN,-4.0,50.5,,21.0,3.0,77.0,16.0,37.0,False,False,53.0,2.5,2.5,-17.0,12/25/2004,12/25/2004,5,52.5,48.5,100,-150,0,0,-50,17.0,-110,0,-110,100,100
1439,12/26/2004,2004,16,DAL,WAS,WAS,-2.5,35.0,,41.0,7.0,50.0,13.0,10.0,False,False,23.0,-12.0,12.0,-0.5,12/26/2004,12/26/2004,6,37.0,33.0,-150,100,0,0,-50,-5.5,100,0,100,-110,-110
1445,12/26/2004,2004,16,NYJ,NE,PICK,0.0,41.5,,28.0,14.0,60.0,7.0,23.0,False,False,30.0,-11.5,11.5,-16.0,12/26/2004,12/26/2004,6,43.5,39.5,-150,100,0,0,-50,16.0,-110,0,-110,100,100
1447,12/26/2004,2004,16,SF,BUF,BUF,-10.0,41.5,,52.0,12.0,85.0,7.0,41.0,False,False,48.0,6.5,6.5,-24.0,12/26/2004,12/26/2004,6,43.5,39.5,100,-150,0,0,-50,24.0,-110,0,-110,100,100
1459,1/2/2005,2004,17,OAK,JAX,JAX,-2.5,43.0,,48.0,11.0,93.0,6.0,13.0,False,False,19.0,-24.0,24.0,-4.5,1/2/2005,1/2/2005,6,45.0,41.0,-150,100,0,0,-50,4.5,-110,0,-110,100,100
1460,1/2/2005,2004,17,PHI,CIN,CIN,-4.0,37.5,,42.0,8.0,65.0,10.0,38.0,False,False,48.0,10.5,10.5,-24.0,1/2/2005,1/2/2005,6,39.5,35.5,100,-150,0,0,-50,24.0,-110,0,-110,100,100
1462,1/2/2005,2004,17,TEN,DET,DET,-2.5,45.5,,59.0,8.0,81.0,24.0,19.0,False,False,43.0,-2.5,2.5,-2.5,1/2/2005,1/2/2005,6,47.5,43.5,-150,100,0,0,-50,-7.5,100,0,100,-110,-110
1463,1/2/2005,2004,17,WAS,MIN,MIN,-4.0,41.0,,44.0,7.0,71.0,21.0,18.0,False,False,39.0,-2.0,2.0,1.0,1/2/2005,1/2/2005,6,43.0,39.0,-150,100,150,0,100,-7.0,100,0,100,-110,-110
1472,1/23/2005,2004,20,PIT,NE,NE,-3.0,36.5,,,,,27.0,41.0,False,True,68.0,31.5,31.5,-11.0,1/23/2005,1/23/2005,6,38.5,34.5,100,-150,0,0,-50,11.0,-110,0,-110,100,100
1473,2/6/2005,2004,21,PHI,NE,NE,-7.0,46.5,,,,,21.0,24.0,True,True,45.0,-1.5,1.5,4.0,2/6/2005,2/6/2005,6,48.5,44.5,100,100,0,0,200,-4.0,100,0,100,-110,-110
1475,9/11/2005,2005,1,BAL,IND,IND,-3.0,47.0,,69.0,4.0,63.0,7.0,24.0,False,False,31.0,-16.0,16.0,-14.0,9/11/2005,9/11/2005,6,49.0,45.0,-150,100,0,0,-50,14.0,-110,0,-110,100,100
1478,9/11/2005,2005,1,CLE,CIN,CIN,-3.5,44.5,,69.0,6.0,63.0,13.0,27.0,False,False,40.0,-4.5,4.5,-10.5,9/11/2005,9/11/2005,6,46.5,42.5,-150,100,0,0,-50,10.5,-110,0,-110,100,100
1482,9/11/2005,2005,1,MIA,DEN,DEN,-4.5,38.5,,81.0,8.0,80.0,34.0,10.0,False,False,44.0,5.5,5.5,-19.5,9/11/2005,9/11/2005,6,40.5,36.5,100,-150,0,0,-50,-28.5,100,0,100,-110,-110
1486,9/11/2005,2005,1,SF,,LAR,-4.5,46.0,,61.0,20.0,74.0,28.0,25.0,False,False,53.0,7.0,7.0,1.5,9/11/2005,9/11/2005,6,48.0,44.0,100,-150,0,0,-50,-7.5,100,0,100,-110,-110
1488,9/12/2005,2005,1,ATL,PHI,PHI,-2.0,41.5,DOME,72.0,0.0,,14.0,10.0,False,False,24.0,-17.5,17.5,-2.0,9/12/2005,9/12/2005,0,43.5,39.5,-150,100,0,0,-50,-6.0,100,0,100,-110,-110
1489,9/18/2005,2005,2,ARI,,LAR,-1.0,44.0,,85.0,6.0,15.0,12.0,17.0,False,False,29.0,-15.0,15.0,-4.0,9/18/2005,9/18/2005,6,46.0,42.0,-150,100,0,0,-50,4.0,-110,0,-110,100,100
1490,9/18/2005,2005,2,CAR,NE,NE,-3.0,44.0,,77.0,5.0,62.0,27.0,17.0,False,False,44.0,0.0,0.0,-7.0,9/18/2005,9/18/2005,6,46.0,42.0,100,100,0,0,200,-13.0,100,0,100,-110,-110
1491,9/18/2005,2005,2,CHI,DET,DET,-2.5,34.0,,67.0,8.0,67.0,38.0,6.0,False,False,44.0,10.0,10.0,-29.5,9/18/2005,9/18/2005,6,36.0,32.0,100,-150,0,0,-50,-34.5,100,0,100,-110,-110
1495,9/18/2005,2005,2,HOU,PIT,PIT,-4.5,39.5,DOME,72.0,0.0,,7.0,27.0,False,False,34.0,-5.5,5.5,-15.5,9/18/2005,9/18/2005,6,41.5,37.5,-150,100,0,0,-50,15.5,-110,0,-110,100,100
1498,9/18/2005,2005,2,OAK,KC,KC,-1.5,53.0,,60.0,10.0,76.0,17.0,23.0,False,False,40.0,-13.0,13.0,-4.5,9/18/2005,9/18/2005,6,55.0,51.0,-150,100,0,0,-50,4.5,-110,0,-110,100,100
1502,9/18/2005,2005,2,TEN,BAL,BAL,-3.5,36.0,,68.0,3.0,74.0,25.0,10.0,False,False,35.0,-1.0,1.0,-11.5,9/18/2005,9/18/2005,6,38.0,34.0,100,100,0,0,200,-18.5,100,0,100,-110,-110
1506,9/25/2005,2005,3,CHI,CIN,CIN,-3.0,39.0,,70.0,8.0,90.0,7.0,24.0,False,False,31.0,-8.0,8.0,-14.0,9/25/2005,9/25/2005,6,41.0,37.0,-150,100,0,0,-50,14.0,-110,0,-110,100,100
1507,9/25/2005,2005,3,GB,TB,TB,-3.0,38.0,,64.0,7.0,92.0,16.0,17.0,False,False,33.0,-5.0,5.0,2.0,9/25/2005,9/25/2005,6,40.0,36.0,-150,100,0,0,-50,-2.0,100,0,100,-110,-110
1509,9/25/2005,2005,3,MIA,CAR,CAR,-3.5,37.5,,82.0,10.0,76.0,27.0,24.0,False,False,51.0,13.5,13.5,0.5,9/25/2005,9/25/2005,6,39.5,35.5,100,-150,0,0,-50,-6.5,100,0,100,-110,-110
1514,9/25/2005,2005,3,SF,DAL,DAL,-6.5,41.0,,61.0,8.0,57.0,31.0,34.0,False,False,65.0,24.0,24.0,3.5,9/25/2005,9/25/2005,6,43.0,39.0,100,-150,0,0,-50,-3.5,100,0,100,-110,-110
1524,10/2/2005,2005,4,NO,BUF,BUF,-1.0,38.5,DOME,72.0,0.0,,19.0,7.0,True,False,26.0,-12.5,12.5,-11.0,10/2/2005,10/2/2005,6,40.5,36.5,-150,100,0,0,-50,-13.0,100,0,100,-110,-110
1528,10/2/2005,2005,4,TEN,IND,IND,-7.0,45.0,,75.0,6.0,70.0,10.0,31.0,False,False,41.0,-4.0,4.0,-14.0,10/2/2005,10/2/2005,6,47.0,43.0,-150,100,0,0,-50,14.0,-110,0,-110,100,100
1531,10/9/2005,2005,5,ARI,CAR,CAR,-3.0,42.0,,81.0,14.0,22.0,20.0,24.0,False,False,44.0,2.0,2.0,-1.0,10/9/2005,10/9/2005,6,44.0,40.0,100,-150,0,150,100,1.0,-110,0,-110,100,100
1535,10/9/2005,2005,5,DAL,PHI,PHI,-3.5,44.0,,64.0,9.0,47.0,33.0,10.0,False,False,43.0,-1.0,1.0,-19.5,10/9/2005,10/9/2005,6,46.0,42.0,100,100,0,0,200,-26.5,100,0,100,-110,-110
1541,10/9/2005,2005,5,NYJ,TB,TB,-3.5,32.0,,60.0,13.0,86.0,14.0,12.0,False,False,26.0,-6.0,6.0,1.5,10/9/2005,10/9/2005,6,34.0,30.0,-150,100,0,0,-50,-5.5,100,0,100,-110,-110
1542,10/9/2005,2005,5,SF,IND,IND,-14.0,47.0,,58.0,15.0,70.0,3.0,28.0,False,False,31.0,-16.0,16.0,-11.0,10/9/2005,10/9/2005,6,49.0,45.0,-150,100,0,0,-50,11.0,-110,0,-110,100,100
1548,10/16/2005,2005,6,DET,CAR,PICK,0.0,42.0,DOME,72.0,0.0,,20.0,21.0,False,False,41.0,-1.0,1.0,-1.0,10/16/2005,10/16/2005,6,44.0,40.0,100,100,0,0,200,1.0,-110,0,-110,100,100
1550,10/16/2005,2005,6,NO,ATL,ATL,-4.0,42.0,DOME,72.0,0.0,,31.0,34.0,True,False,65.0,23.0,23.0,1.0,10/16/2005,10/16/2005,6,44.0,40.0,100,-150,0,0,-50,-1.0,100,0,100,-110,-110
1551,10/16/2005,2005,6,OAK,,PICK,0.0,50.5,,60.0,10.0,64.0,14.0,27.0,False,False,41.0,-9.5,9.5,-13.0,10/16/2005,10/16/2005,6,52.5,48.5,-150,100,0,0,-50,13.0,-110,0,-110,100,100
1555,10/16/2005,2005,6,TEN,CIN,CIN,-3.0,44.5,,63.0,6.0,35.0,23.0,31.0,False,False,54.0,9.5,9.5,-5.0,10/16/2005,10/16/2005,6,46.5,42.5,100,-150,0,0,-50,5.0,-110,0,-110,100,100
1557,10/21/2005,2005,7,MIA,KC,KC,-1.0,42.5,,81.0,9.0,83.0,20.0,30.0,False,False,50.0,7.5,7.5,-9.0,10/21/2005,10/21/2005,4,44.5,40.5,100,-150,0,0,-50,9.0,-110,0,-110,100,100
1562,10/23/2005,2005,7,HOU,IND,IND,-14.5,44.5,DOME,72.0,0.0,,20.0,38.0,False,False,58.0,13.5,13.5,-3.5,10/23/2005,10/23/2005,6,46.5,42.5,100,-150,0,0,-50,3.5,-110,0,-110,100,100
1579,10/30/2005,2005,8,SF,TB,TB,-11.5,37.0,,56.0,9.0,75.0,15.0,10.0,False,False,25.0,-12.0,12.0,6.5,10/30/2005,10/30/2005,6,39.0,35.0,-150,100,0,0,-50,-16.5,100,0,100,-110,-110
1580,10/30/2005,2005,8,TEN,OAK,OAK,-2.0,46.0,,50.0,5.0,49.0,25.0,34.0,False,False,59.0,13.0,13.0,-7.0,10/30/2005,10/30/2005,6,48.0,44.0,100,-150,0,0,-50,7.0,-110,0,-110,100,100
1582,11/6/2005,2005,9,ARI,SEA,SEA,-4.5,44.0,,68.0,6.0,27.0,19.0,33.0,False,False,52.0,8.0,8.0,-9.5,11/6/2005,11/6/2005,6,46.0,42.0,100,-150,0,0,-50,9.5,-110,0,-110,100,100
1583,11/6/2005,2005,9,BAL,CIN,CIN,-3.5,36.0,,59.0,8.0,73.0,9.0,21.0,False,False,30.0,-6.0,6.0,-8.5,11/6/2005,11/6/2005,6,38.0,34.0,-150,100,0,0,-50,8.5,-110,0,-110,100,100
1585,11/6/2005,2005,9,GB,PIT,PIT,-6.5,42.0,,43.0,19.0,89.0,10.0,20.0,False,False,30.0,-12.0,12.0,-3.5,11/6/2005,11/6/2005,6,44.0,40.0,-150,100,0,0,-50,3.5,-110,0,-110,100,100
1588,11/6/2005,2005,9,MIA,ATL,ATL,-2.0,39.5,,78.0,6.0,75.0,10.0,17.0,False,False,27.0,-12.5,12.5,-5.0,11/6/2005,11/6/2005,6,41.5,37.5,-150,100,0,0,-50,5.0,-110,0,-110,100,100
1589,11/6/2005,2005,9,MIN,DET,DET,-1.5,37.5,DOME,72.0,0.0,,27.0,14.0,False,False,41.0,3.5,3.5,-11.5,11/6/2005,11/6/2005,6,39.5,35.5,100,-150,0,0,-50,-14.5,100,0,100,-110,-110
1590,11/6/2005,2005,9,NO,CHI,CHI,-2.5,34.5,,74.0,5.0,74.0,17.0,20.0,False,False,37.0,2.5,2.5,-0.5,11/6/2005,11/6/2005,6,36.5,32.5,100,-150,0,0,-50,0.5,-110,0,-110,100,100
1591,11/6/2005,2005,9,NYJ,,LAC,-5.5,41.5,,59.0,9.0,86.0,26.0,31.0,False,False,57.0,15.5,15.5,0.5,11/6/2005,11/6/2005,6,43.5,39.5,100,-150,0,0,-50,-0.5,100,0,100,-110,-110
1592,11/6/2005,2005,9,SF,NYG,NYG,-9.5,42.0,,57.0,7.0,80.0,6.0,24.0,False,False,30.0,-12.0,12.0,-8.5,11/6/2005,11/6/2005,6,44.0,40.0,-150,100,0,0,-50,8.5,-110,0,-110,100,100
1593,11/6/2005,2005,9,TB,CAR,PICK,0.0,36.5,,74.0,7.0,69.0,14.0,34.0,False,False,48.0,11.5,11.5,-20.0,11/6/2005,11/6/2005,6,38.5,34.5,100,-150,0,0,-50,20.0,-110,0,-110,100,100
1594,11/6/2005,2005,9,WAS,PHI,PICK,0.0,41.0,,62.0,10.0,73.0,17.0,10.0,False,False,27.0,-14.0,14.0,-7.0,11/6/2005,11/6/2005,6,43.0,39.0,-150,100,0,0,-50,-7.0,100,0,100,-110,-110
1595,11/7/2005,2005,9,NE,IND,IND,-3.0,46.5,,56.0,17.0,60.0,21.0,40.0,False,False,61.0,14.5,14.5,-16.0,11/7/2005,11/7/2005,0,48.5,44.5,100,-150,0,0,-50,16.0,-110,0,-110,100,100
1603,11/13/2005,2005,10,MIA,NE,NE,-2.5,40.0,,77.0,15.0,63.0,16.0,23.0,False,False,39.0,-1.0,1.0,-4.5,11/13/2005,11/13/2005,6,42.0,38.0,100,100,0,0,200,4.5,-110,0,-110,100,100
1605,11/13/2005,2005,10,OAK,DEN,DEN,-2.5,47.0,,53.0,6.0,80.0,17.0,31.0,False,False,48.0,1.0,1.0,-11.5,11/13/2005,11/13/2005,6,49.0,45.0,100,100,0,0,200,11.5,-110,0,-110,100,100
1608,11/13/2005,2005,10,TB,WAS,WAS,-1.0,34.0,,72.0,7.0,65.0,36.0,35.0,False,False,71.0,37.0,37.0,0.0,11/13/2005,11/13/2005,6,36.0,32.0,100,-150,0,0,-50,-2.0,100,0,100,-110,-110
1611,11/20/2005,2005,11,BAL,PIT,PIT,-4.0,34.5,,42.0,4.0,54.0,16.0,13.0,False,False,29.0,-5.5,5.5,1.0,11/20/2005,11/20/2005,6,36.5,32.5,-150,100,0,0,-50,-7.0,100,0,100,-110,-110
1612,11/20/2005,2005,11,CHI,CAR,CAR,-3.0,34.5,,40.0,7.0,74.0,13.0,3.0,False,False,16.0,-18.5,18.5,-7.0,11/20/2005,11/20/2005,6,36.5,32.5,-150,100,0,0,-50,-13.0,100,0,100,-110,-110
1613,11/20/2005,2005,11,CIN,IND,IND,-4.5,48.5,,44.0,8.0,48.0,37.0,45.0,False,False,82.0,33.5,33.5,-3.5,11/20/2005,11/20/2005,6,50.5,46.5,100,-150,0,0,-50,3.5,-110,0,-110,100,100
1617,11/20/2005,2005,11,HOU,KC,KC,-6.5,44.5,DOME,72.0,0.0,,17.0,45.0,False,False,62.0,17.5,17.5,-21.5,11/20/2005,11/20/2005,6,46.5,42.5,100,-150,0,0,-50,21.5,-110,0,-110,100,100
1620,11/20/2005,2005,11,SF,SEA,SEA,-12.0,42.5,,57.0,2.0,62.0,25.0,27.0,False,False,52.0,9.5,9.5,10.0,11/20/2005,11/20/2005,6,44.5,40.5,100,-150,0,0,-50,-10.0,100,0,100,-110,-110
1621,11/20/2005,2005,11,TEN,JAX,JAX,-4.0,38.0,,46.0,4.0,46.0,28.0,31.0,False,False,59.0,21.0,21.0,1.0,11/20/2005,11/20/2005,6,40.0,36.0,100,-150,0,0,-50,-1.0,100,0,100,-110,-110
1625,11/24/2005,2005,12,DET,ATL,ATL,-3.0,40.5,DOME,72.0,0.0,,7.0,27.0,False,False,34.0,-6.5,6.5,-17.0,11/24/2005,11/24/2005,3,42.5,38.5,-150,100,0,0,-50,17.0,-110,0,-110,100,100
1626,11/27/2005,2005,12,ARI,JAX,JAX,-3.5,41.5,,58.0,19.0,18.0,17.0,24.0,False,False,41.0,-0.5,0.5,-3.5,11/27/2005,11/27/2005,6,43.5,39.5,100,100,0,0,200,3.5,-110,0,-110,100,100
1627,11/27/2005,2005,12,BUF,CAR,CAR,-4.0,36.5,,33.0,7.0,72.0,9.0,13.0,False,False,22.0,-14.5,14.5,0.0,11/27/2005,11/27/2005,6,38.5,34.5,-150,100,0,0,-50,0.0,-110,110,0,-110,0
1629,11/27/2005,2005,12,HOU,,LAR,-3.5,44.5,DOME,72.0,0.0,,27.0,33.0,False,False,60.0,15.5,15.5,-2.5,11/27/2005,11/27/2005,6,46.5,42.5,100,-150,0,0,-50,2.5,-110,0,-110,100,100
1632,11/27/2005,2005,12,NYJ,NO,NO,-1.0,37.0,,45.0,6.0,50.0,19.0,21.0,False,False,40.0,3.0,3.0,-1.0,11/27/2005,11/27/2005,6,39.0,35.0,100,-150,0,0,-50,1.0,-110,0,-110,100,100
1638,11/27/2005,2005,12,WAS,,LAC,-3.0,44.0,,43.0,5.0,54.0,17.0,23.0,False,False,40.0,-4.0,4.0,-3.0,11/27/2005,11/27/2005,6,46.0,42.0,-150,100,0,0,-50,3.0,-110,0,-110,100,100
1643,12/4/2005,2005,13,CLE,JAX,JAX,-3.0,36.5,,27.0,10.0,78.0,14.0,20.0,False,False,34.0,-2.5,2.5,-3.0,12/4/2005,12/4/2005,6,38.5,34.5,-150,100,0,0,-50,3.0,-110,0,-110,100,100
1644,12/4/2005,2005,13,DET,MIN,MIN,-3.0,38.0,DOME,72.0,0.0,,16.0,21.0,False,False,37.0,-1.0,1.0,-2.0,12/4/2005,12/4/2005,6,40.0,36.0,100,100,0,0,200,2.0,-110,0,-110,100,100
1646,12/4/2005,2005,13,KC,DEN,PICK,0.0,47.0,,22.0,11.0,70.0,31.0,27.0,False,False,58.0,11.0,11.0,-4.0,12/4/2005,12/4/2005,6,49.0,45.0,100,-150,0,0,-50,-4.0,100,0,100,-110,-110
1649,12/4/2005,2005,13,NO,TB,TB,-3.5,39.0,,72.0,14.0,77.0,3.0,10.0,False,False,13.0,-26.0,26.0,-3.5,12/4/2005,12/4/2005,6,41.0,37.0,-150,100,0,0,-50,3.5,-110,0,-110,100,100
1652,12/4/2005,2005,13,SF,ARI,ARI,-3.0,43.5,,49.0,8.0,59.0,10.0,17.0,False,False,27.0,-16.5,16.5,-4.0,12/4/2005,12/4/2005,6,45.5,41.5,-150,100,0,0,-50,4.0,-110,0,-110,100,100
1653,12/5/2005,2005,13,PHI,SEA,SEA,-3.0,44.0,,34.0,7.0,58.0,0.0,42.0,False,False,42.0,-2.0,2.0,-39.0,12/5/2005,12/5/2005,0,46.0,42.0,-150,100,150,0,100,39.0,-110,0,-110,100,100
1654,12/11/2005,2005,14,ARI,WAS,WAS,-3.0,41.5,,56.0,4.0,22.0,13.0,17.0,False,False,30.0,-11.5,11.5,-1.0,12/11/2005,12/11/2005,6,43.5,39.5,-150,100,0,0,-50,1.0,-110,0,-110,100,100
1655,12/11/2005,2005,14,BUF,NE,NE,-3.5,38.0,,29.0,16.0,74.0,7.0,35.0,False,False,42.0,4.0,4.0,-24.5,12/11/2005,12/11/2005,6,40.0,36.0,100,-150,0,0,-50,24.5,-110,0,-110,100,100
1661,12/11/2005,2005,14,JAX,IND,IND,-7.5,43.0,,57.0,10.0,55.0,18.0,26.0,False,False,44.0,1.0,1.0,-0.5,12/11/2005,12/11/2005,6,45.0,41.0,100,100,0,0,200,0.5,-110,0,-110,100,100
1663,12/11/2005,2005,14,NYJ,OAK,OAK,-3.0,37.5,,36.0,11.0,64.0,26.0,10.0,False,False,36.0,-1.5,1.5,-13.0,12/11/2005,12/11/2005,6,39.5,35.5,100,100,0,0,200,-19.0,100,0,100,-110,-110
1664,12/11/2005,2005,14,PHI,NYG,NYG,-3.0,40.0,,32.0,7.0,75.0,23.0,26.0,False,False,49.0,9.0,9.0,0.0,12/11/2005,12/11/2005,6,42.0,38.0,100,-150,0,0,-50,0.0,-110,110,0,-110,0
1669,12/17/2005,2005,15,BUF,DEN,DEN,-8.0,35.0,,27.0,17.0,79.0,17.0,28.0,False,False,45.0,10.0,10.0,-3.0,12/17/2005,12/17/2005,5,37.0,33.0,100,-150,0,0,-50,3.0,-110,0,-110,100,100
1673,12/18/2005,2005,15,DET,CIN,CIN,-7.5,44.0,DOME,72.0,0.0,,17.0,41.0,False,False,58.0,14.0,14.0,-16.5,12/18/2005,12/18/2005,6,46.0,42.0,100,-150,0,0,-50,16.5,-110,0,-110,100,100
1674,12/18/2005,2005,15,HOU,ARI,ARI,-1.0,43.5,DOME,72.0,0.0,,30.0,19.0,False,False,49.0,5.5,5.5,-10.0,12/18/2005,12/18/2005,6,45.5,41.5,100,-150,0,0,-50,-12.0,100,0,100,-110,-110
1678,12/18/2005,2005,15,MIN,PIT,PIT,-3.0,41.5,DOME,72.0,0.0,,3.0,18.0,False,False,21.0,-20.5,20.5,-12.0,12/18/2005,12/18/2005,6,43.5,39.5,-150,100,0,0,-50,12.0,-110,0,-110,100,100
1679,12/18/2005,2005,15,NO,CAR,CAR,-7.0,40.5,,46.0,6.0,61.0,10.0,27.0,False,False,37.0,-3.5,3.5,-10.0,12/18/2005,12/18/2005,6,42.5,38.5,-150,100,0,0,-50,10.0,-110,0,-110,100,100
1681,12/18/2005,2005,15,TEN,SEA,SEA,-7.5,45.0,,40.0,6.0,52.0,24.0,28.0,False,False,52.0,7.0,7.0,3.5,12/18/2005,12/18/2005,6,47.0,43.0,100,-150,0,0,-50,-3.5,100,0,100,-110,-110
1687,12/24/2005,2005,16,CLE,PIT,PIT,-7.0,33.0,,41.0,10.0,63.0,0.0,41.0,False,False,41.0,8.0,8.0,-34.0,12/24/2005,12/24/2005,5,35.0,31.0,100,-150,0,0,-50,34.0,-110,0,-110,100,100
1689,12/24/2005,2005,16,HOU,JAX,JAX,-6.0,38.0,DOME,72.0,0.0,,20.0,38.0,False,False,58.0,20.0,20.0,-12.0,12/24/2005,12/24/2005,5,40.0,36.0,100,-150,0,0,-50,12.0,-110,0,-110,100,100
1697,12/25/2005,2005,16,GB,CHI,CHI,-7.0,31.0,,34.0,10.0,85.0,17.0,24.0,False,False,41.0,10.0,10.0,0.0,12/25/2005,12/25/2005,6,33.0,29.0,100,-150,0,0,-50,0.0,-110,110,0,-110,0
1698,12/26/2005,2005,16,NYJ,NE,NE,-4.0,37.5,,49.0,13.0,87.0,21.0,31.0,False,False,52.0,14.5,14.5,-6.0,12/26/2005,12/26/2005,0,39.5,35.5,100,-150,0,0,-50,6.0,-110,0,-110,100,100
1699,12/31/2005,2005,17,OAK,NYG,NYG,-7.5,44.0,,58.0,26.0,90.0,21.0,30.0,False,False,51.0,7.0,7.0,-1.5,12/31/2005,12/31/2005,5,46.0,42.0,100,-150,0,0,-50,1.5,-110,0,-110,100,100
1700,1/1/2006,2005,17,ATL,CAR,CAR,-3.5,42.0,DOME,72.0,0.0,,11.0,44.0,False,False,55.0,13.0,13.0,-29.5,1/1/2006,1/1/2006,6,44.0,40.0,100,-150,0,0,-50,29.5,-110,0,-110,100,100
1701,1/1/2006,2005,17,CLE,BAL,BAL,-3.0,37.0,,36.0,10.0,78.0,20.0,16.0,False,False,36.0,-1.0,1.0,-1.0,1/1/2006,1/1/2006,6,39.0,35.0,100,100,0,0,200,-7.0,100,0,100,-110,-110
1710,1/1/2006,2005,17,PHI,WAS,WAS,-7.0,37.0,,39.0,8.0,72.0,20.0,31.0,False,False,51.0,14.0,14.0,-4.0,1/1/2006,1/1/2006,6,39.0,35.0,100,-150,0,0,-50,4.0,-110,0,-110,100,100
1712,1/1/2006,2005,17,SF,HOU,HOU,-1.0,37.5,,54.0,18.0,78.0,20.0,17.0,False,False,37.0,-0.5,0.5,-2.0,1/1/2006,1/1/2006,6,39.5,35.5,100,100,0,0,200,-4.0,100,0,100,-110,-110
1716,1/8/2006,2005,18,CIN,PIT,PIT,-3.0,44.0,,,,,17.0,31.0,False,True,48.0,4.0,4.0,-11.0,1/8/2006,1/8/2006,6,46.0,42.0,100,-150,0,0,-50,11.0,-110,0,-110,100,100
1729,9/10/2006,2006,1,DET,SEA,SEA,-6.0,44.0,DOME,72.0,0.0,,6.0,9.0,False,False,15.0,-29.0,29.0,3.0,9/10/2006,9/10/2006,6,46.0,42.0,-150,100,0,0,-50,-3.0,100,0,100,-110,-110
1730,9/10/2006,2006,1,GB,CHI,CHI,-3.5,35.0,,56.0,11.0,62.0,0.0,26.0,False,False,26.0,-9.0,9.0,-22.5,9/10/2006,9/10/2006,6,37.0,33.0,-150,100,0,0,-50,22.5,-110,0,-110,100,100
1731,9/10/2006,2006,1,HOU,PHI,PHI,-6.0,37.0,DOME,72.0,0.0,,10.0,24.0,False,False,34.0,-3.0,3.0,-8.0,9/10/2006,9/10/2006,6,39.0,35.0,-150,100,0,0,-50,8.0,-110,0,-110,100,100
1732,9/10/2006,2006,1,JAX,DAL,DAL,-2.5,36.5,,80.0,10.0,75.0,24.0,17.0,False,False,41.0,4.5,4.5,-4.5,9/10/2006,9/10/2006,6,38.5,34.5,100,-150,0,0,-50,-9.5,100,0,100,-110,-110
