,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two,to_spread,usd,cred,result,against_home_dogs,away_Favs
2632,11/29/2009,2009,12,HOU,IND,IND,-3.0,48.0,DOME,72.0,0.0,,27.0,35.0,False,False,62.0,14.0,14.0,-5.0,11/29/2009,11/29/2009,6,50.0,46.0,100,-150,0,0,-50,5.0,-110,0,-110,100,100
2639,12/3/2009,2009,13,BUF,NYJ,NYJ,-3.5,37.0,DOME,72.0,0.0,,13.0,19.0,True,False,32.0,-5.0,5.0,-2.5,12/3/2009,12/3/2009,3,39.0,35.0,-150,100,0,0,-50,2.5,-110,0,-110,100,100
2640,12/6/2009,2009,13,ARI,MIN,MIN,-3.0,49.0,DOME,72.0,0.0,,30.0,17.0,False,False,47.0,-2.0,2.0,-10.0,12/6/2009,12/6/2009,6,51.0,47.0,-150,100,150,0,100,-16.0,100,0,100,-110,-110
2641,12/6/2009,2009,13,ATL,PHI,PHI,-4.0,43.5,DOME,72.0,0.0,,7.0,34.0,False,False,41.0,-2.5,2.5,-23.0,12/6/2009,12/6/2009,6,45.5,41.5,-150,100,0,0,-50,23.0,-110,0,-110,100,100
2645,12/6/2009,2009,13,CLE,,LAC,-13.5,42.5,,39.0,10.0,59.0,23.0,30.0,False,False,53.0,10.5,10.5,6.5,12/6/2009,12/6/2009,6,44.5,40.5,100,-150,0,0,-50,-6.5,100,0,100,-110,-110
2647,12/6/2009,2009,13,JAX,HOU,HOU,-1.5,47.5,,54.0,14.0,78.0,23.0,18.0,False,False,41.0,-6.5,6.5,-3.5,12/6/2009,12/6/2009,6,49.5,45.5,-150,100,0,0,-50,-6.5,100,0,100,-110,-110
2648,12/6/2009,2009,13,KC,DEN,DEN,-6.0,39.0,,37.0,11.0,55.0,13.0,44.0,False,False,57.0,18.0,18.0,-25.0,12/6/2009,12/6/2009,6,41.0,37.0,100,-150,0,0,-50,25.0,-110,0,-110,100,100
2649,12/6/2009,2009,13,MIA,NE,NE,-5.0,46.5,Rain,70.0,10.0,81.0,22.0,21.0,False,False,43.0,-3.5,3.5,4.0,12/6/2009,12/6/2009,6,48.5,44.5,-150,100,0,0,-50,-6.0,100,0,100,-110,-110
2650,12/6/2009,2009,13,NYG,DAL,DAL,-1.5,45.5,,39.0,17.0,64.0,31.0,24.0,False,False,55.0,9.5,9.5,-5.5,12/6/2009,12/6/2009,6,47.5,43.5,100,-150,0,0,-50,-8.5,100,0,100,-110,-110
2652,12/6/2009,2009,13,SEA,SF,SF,-1.0,41.5,,35.0,12.0,57.0,20.0,17.0,False,False,37.0,-4.5,4.5,-2.0,12/6/2009,12/6/2009,6,43.5,39.5,-150,100,0,0,-50,-4.0,100,0,100,-110,-110
2653,12/6/2009,2009,13,WAS,NO,NO,-8.0,47.0,,34.0,11.0,61.0,30.0,33.0,False,False,63.0,16.0,16.0,5.0,12/6/2009,12/6/2009,6,49.0,45.0,100,-150,0,0,-50,-5.0,100,0,100,-110,-110
2655,12/10/2009,2009,14,CLE,PIT,PIT,-10.0,34.5,,22.0,27.0,65.0,13.0,6.0,False,False,19.0,-15.5,15.5,3.0,12/10/2009,12/10/2009,3,36.5,32.5,-150,100,0,0,-50,-17.0,100,0,100,-110,-110
2656,12/13/2009,2009,14,ATL,NO,NO,-10.0,50.0,DOME,72.0,0.0,,23.0,26.0,False,False,49.0,-1.0,1.0,7.0,12/13/2009,12/13/2009,6,52.0,48.0,100,100,0,0,200,-7.0,100,0,100,-110,-110
2658,12/13/2009,2009,14,CHI,GB,GB,-4.0,42.0,,35.0,12.0,81.0,14.0,21.0,False,False,35.0,-7.0,7.0,-3.0,12/13/2009,12/13/2009,6,44.0,40.0,-150,100,0,0,-50,3.0,-110,0,-110,100,100
2663,12/13/2009,2009,14,KC,BUF,BUF,-2.5,38.0,,42.0,9.0,95.0,10.0,16.0,False,False,26.0,-12.0,12.0,-3.5,12/13/2009,12/13/2009,6,40.0,36.0,-150,100,0,0,-50,3.5,-110,0,-110,100,100
2666,12/13/2009,2009,14,NYG,PHI,PHI,-1.0,42.5,Rain | Fog,42.0,11.0,54.0,38.0,45.0,False,False,83.0,40.5,40.5,-6.0,12/13/2009,12/13/2009,6,44.5,40.5,100,-150,0,0,-50,6.0,-110,0,-110,100,100
2667,12/13/2009,2009,14,OAK,WAS,WAS,-2.5,37.5,Rain | Fog,52.0,14.0,88.0,13.0,34.0,False,False,47.0,9.5,9.5,-18.5,12/13/2009,12/13/2009,6,39.5,35.5,100,-150,0,0,-50,18.5,-110,0,-110,100,100
2668,12/13/2009,2009,14,TB,NYJ,NYJ,-3.5,36.5,,75.0,5.0,88.0,3.0,26.0,False,False,29.0,-7.5,7.5,-19.5,12/13/2009,12/13/2009,6,38.5,34.5,-150,100,0,0,-50,19.5,-110,0,-110,100,100
2670,12/14/2009,2009,14,SF,ARI,ARI,-4.0,45.0,,53.0,6.0,87.0,24.0,9.0,False,False,33.0,-12.0,12.0,-11.0,12/14/2009,12/14/2009,0,47.0,43.0,-150,100,0,0,-50,-19.0,100,0,100,-110,-110
2671,12/17/2009,2009,15,JAX,IND,IND,-3.0,43.5,,60.0,17.0,68.0,31.0,35.0,False,False,66.0,22.5,22.5,-1.0,12/17/2009,12/17/2009,3,45.5,41.5,100,-150,0,0,-50,1.0,-110,0,-110,100,100
2674,12/20/2009,2009,15,BUF,NE,NE,-7.0,41.0,,29.0,6.0,58.0,10.0,17.0,False,False,27.0,-14.0,14.0,0.0,12/20/2009,12/20/2009,6,43.0,39.0,-150,100,0,0,-50,0.0,-110,110,0,-110,0
2675,12/20/2009,2009,15,CAR,MIN,MIN,-9.0,43.0,,39.0,7.0,66.0,26.0,7.0,False,False,33.0,-10.0,10.0,-10.0,12/20/2009,12/20/2009,6,45.0,41.0,-150,100,0,0,-50,-28.0,100,0,100,-110,-110
2677,12/20/2009,2009,15,DET,ARI,ARI,-14.0,47.0,DOME,72.0,0.0,,24.0,31.0,False,False,55.0,8.0,8.0,7.0,12/20/2009,12/20/2009,6,49.0,45.0,100,-150,0,0,-50,-7.0,100,0,100,-110,-110
2684,12/21/2009,2009,15,WAS,NYG,NYG,-3.0,43.5,,35.0,10.0,54.0,12.0,45.0,False,False,57.0,13.5,13.5,-30.0,12/21/2009,12/21/2009,0,45.5,41.5,100,-150,0,0,-50,30.0,-110,0,-110,100,100
2699,12/27/2009,2009,16,WAS,DAL,DAL,-7.0,42.0,,42.0,6.0,75.0,0.0,17.0,False,False,17.0,-25.0,25.0,-10.0,12/27/2009,12/27/2009,6,44.0,40.0,-150,100,0,0,-50,10.0,-110,0,-110,100,100
2700,12/28/2009,2009,16,CHI,MIN,MIN,-8.5,42.0,,26.0,16.0,78.0,36.0,30.0,False,False,66.0,24.0,24.0,2.5,12/28/2009,12/28/2009,0,44.0,40.0,100,-150,0,0,-50,-14.5,100,0,100,-110,-110
2707,1/3/2010,2009,17,DET,CHI,CHI,-4.5,44.5,DOME,72.0,0.0,,23.0,37.0,False,False,60.0,15.5,15.5,-9.5,1/3/2010,1/3/2010,6,46.5,42.5,100,-150,0,0,-50,9.5,-110,0,-110,100,100
2709,1/3/2010,2009,17,MIA,PIT,PIT,-3.0,46.0,,60.0,8.0,50.0,24.0,30.0,False,False,54.0,8.0,8.0,-3.0,1/3/2010,1/3/2010,6,48.0,44.0,100,-150,0,0,-50,3.0,-110,0,-110,100,100
2712,1/3/2010,2009,17,OAK,BAL,BAL,-10.0,39.0,,52.0,5.0,85.0,13.0,21.0,False,False,34.0,-5.0,5.0,2.0,1/3/2010,1/3/2010,6,41.0,37.0,-150,100,0,0,-50,-2.0,100,0,100,-110,-110
2713,1/3/2010,2009,17,SEA,TEN,TEN,-6.0,45.0,,47.0,8.0,91.0,13.0,17.0,False,False,30.0,-15.0,15.0,2.0,1/3/2010,1/3/2010,6,47.0,43.0,-150,100,0,0,-50,-2.0,100,0,100,-110,-110
2714,1/3/2010,2009,17,TB,ATL,ATL,-3.0,41.5,,44.0,9.0,50.0,10.0,20.0,False,False,30.0,-11.5,11.5,-7.0,1/3/2010,1/3/2010,6,43.5,39.5,-150,100,0,0,-50,7.0,-110,0,-110,100,100
2717,1/10/2010,2009,18,ARI,GB,GB,-2.5,48.0,DOME,72.0,0.0,,51.0,45.0,False,True,96.0,48.0,48.0,-3.5,1/10/2010,1/10/2010,6,50.0,46.0,100,-150,0,0,-50,-8.5,100,0,100,-110,-110
2726,9/12/2010,2010,1,BUF,MIA,MIA,-3.0,39.0,,64.0,7.0,81.0,10.0,15.0,False,False,25.0,-14.0,14.0,-2.0,9/12/2010,9/12/2010,6,41.0,37.0,-150,100,0,0,-50,2.0,-110,0,-110,100,100
2728,9/12/2010,2010,1,HOU,IND,IND,-1.0,48.0,,89.0,5.0,,34.0,24.0,False,False,58.0,10.0,10.0,-9.0,9/12/2010,9/12/2010,6,50.0,46.0,100,-150,0,0,-50,-11.0,100,0,100,-110,-110
2732,9/12/2010,2010,1,PHI,GB,GB,-3.0,48.0,,69.0,4.0,72.0,20.0,27.0,False,False,47.0,-1.0,1.0,-4.0,9/12/2010,9/12/2010,6,50.0,46.0,100,100,0,0,200,4.0,-110,0,-110,100,100
2733,9/12/2010,2010,1,PIT,ATL,ATL,-1.5,39.5,,65.0,9.0,67.0,15.0,9.0,False,False,24.0,-15.5,15.5,-4.5,9/12/2010,9/12/2010,6,41.5,37.5,-150,100,0,0,-50,-7.5,100,0,100,-110,-110
2734,9/12/2010,2010,1,SEA,SF,SF,-3.0,37.0,,64.0,11.0,,31.0,6.0,False,False,37.0,0.0,0.0,-22.0,9/12/2010,9/12/2010,6,39.0,35.0,100,100,0,0,200,-28.0,100,0,100,-110,-110
2737,9/12/2010,2010,1,WAS,DAL,DAL,-3.0,40.0,,66.0,2.0,85.0,13.0,7.0,False,False,20.0,-20.0,20.0,-3.0,9/12/2010,9/12/2010,6,42.0,38.0,-150,100,0,0,-50,-9.0,100,0,100,-110,-110
2738,9/13/2010,2010,1,KC,,LAC,-4.0,45.5,,81.0,1.0,75.0,21.0,14.0,False,False,35.0,-10.5,10.5,-3.0,9/13/2010,9/13/2010,0,47.5,43.5,-150,100,0,0,-50,-11.0,100,0,100,-110,-110
2742,9/19/2010,2010,2,CIN,BAL,BAL,-3.0,39.5,,78.0,1.0,52.0,15.0,10.0,False,False,25.0,-14.5,14.5,-2.0,9/19/2010,9/19/2010,6,41.5,37.5,-150,100,0,0,-50,-8.0,100,0,100,-110,-110
2746,9/19/2010,2010,2,DET,PHI,PHI,-6.5,41.0,DOME,72.0,0.0,,32.0,35.0,False,False,67.0,26.0,26.0,3.5,9/19/2010,9/19/2010,6,43.0,39.0,100,-150,0,0,-50,-3.5,100,0,100,-110,-110
2750,9/19/2010,2010,2,NYJ,NE,NE,-3.0,39.5,,82.0,6.0,36.0,28.0,14.0,False,False,42.0,2.5,2.5,-11.0,9/19/2010,9/19/2010,6,41.5,37.5,100,-150,0,0,-50,-17.0,100,0,100,-110,-110
2753,9/19/2010,2010,2,WAS,HOU,HOU,-3.0,42.5,,85.0,6.0,43.0,27.0,30.0,False,False,57.0,14.5,14.5,0.0,9/19/2010,9/19/2010,6,44.5,40.5,100,-150,0,0,-50,0.0,-110,110,0,-110,0
2754,9/20/2010,2010,2,SF,NO,NO,-5.0,43.5,,72.0,1.0,60.0,22.0,25.0,False,False,47.0,3.5,3.5,2.0,9/20/2010,9/20/2010,0,45.5,41.5,100,-150,0,0,-50,-2.0,100,0,100,-110,-110
2757,9/26/2010,2010,3,CAR,CIN,CIN,-3.5,37.0,Rain | Fog,67.0,8.0,86.0,7.0,20.0,False,False,27.0,-10.0,10.0,-9.5,9/26/2010,9/26/2010,6,39.0,35.0,-150,100,0,0,-50,9.5,-110,0,-110,100,100
2758,9/26/2010,2010,3,DEN,IND,IND,-6.0,47.0,,85.0,6.0,12.0,13.0,27.0,False,False,40.0,-7.0,7.0,-8.0,9/26/2010,9/26/2010,6,49.0,45.0,-150,100,0,0,-50,8.0,-110,0,-110,100,100
2760,9/26/2010,2010,3,JAX,PHI,PHI,-3.0,45.0,,90.0,5.0,67.0,3.0,28.0,False,False,31.0,-14.0,14.0,-22.0,9/26/2010,9/26/2010,6,47.0,43.0,-150,100,0,0,-50,22.0,-110,0,-110,100,100
2761,9/26/2010,2010,3,KC,SF,SF,-3.0,38.0,,57.0,1.0,72.0,31.0,10.0,False,False,41.0,3.0,3.0,-18.0,9/26/2010,9/26/2010,6,40.0,36.0,100,-150,0,0,-50,-24.0,100,0,100,-110,-110
2767,9/26/2010,2010,3,SEA,,LAC,-4.0,44.0,Fog,66.0,10.0,,27.0,20.0,False,False,47.0,3.0,3.0,-3.0,9/26/2010,9/26/2010,6,46.0,42.0,100,-150,0,0,-50,-11.0,100,0,100,-110,-110
2768,9/26/2010,2010,3,TB,PIT,PIT,-3.0,33.0,,90.0,7.0,62.0,13.0,38.0,False,False,51.0,18.0,18.0,-22.0,9/26/2010,9/26/2010,6,35.0,31.0,100,-150,0,0,-50,22.0,-110,0,-110,100,100
2769,9/27/2010,2010,3,CHI,GB,GB,-3.0,46.5,,56.0,6.0,75.0,20.0,17.0,False,False,37.0,-9.5,9.5,0.0,9/27/2010,9/27/2010,0,48.5,44.5,-150,100,0,0,-50,-6.0,100,0,100,-110,-110
2771,10/3/2010,2010,4,BUF,NYJ,NYJ,-6.0,37.0,Rain,51.0,1.0,66.0,14.0,38.0,False,False,52.0,15.0,15.0,-18.0,10/3/2010,10/3/2010,6,39.0,35.0,100,-150,0,0,-50,18.0,-110,0,-110,100,100
2772,10/3/2010,2010,4,CLE,CIN,CIN,-2.5,37.0,,52.0,10.0,,23.0,20.0,False,False,43.0,6.0,6.0,-0.5,10/3/2010,10/3/2010,6,39.0,35.0,100,-150,0,0,-50,-5.5,100,0,100,-110,-110
2774,10/3/2010,2010,4,JAX,IND,IND,-7.0,46.0,,81.0,1.0,30.0,31.0,28.0,False,False,59.0,13.0,13.0,4.0,10/3/2010,10/3/2010,6,48.0,44.0,100,-150,0,0,-50,-10.0,100,0,100,-110,-110
2777,10/3/2010,2010,4,OAK,HOU,HOU,-3.5,44.0,,71.0,1.0,53.0,24.0,31.0,False,False,55.0,11.0,11.0,-3.5,10/3/2010,10/3/2010,6,46.0,42.0,100,-150,0,0,-50,3.5,-110,0,-110,100,100
2781,10/4/2010,2010,4,MIA,NE,NE,-1.0,48.0,,81.0,1.0,60.0,14.0,41.0,False,False,55.0,7.0,7.0,-26.0,10/4/2010,10/4/2010,0,50.0,46.0,100,-150,0,0,-50,26.0,-110,0,-110,100,100
2782,10/10/2010,2010,5,ARI,NO,NO,-7.0,45.5,DOME,72.0,0.0,,30.0,20.0,False,False,50.0,4.5,4.5,-3.0,10/10/2010,10/10/2010,6,47.5,43.5,100,-150,0,0,-50,-17.0,100,0,100,-110,-110
2787,10/10/2010,2010,5,CLE,ATL,ATL,-3.0,41.5,,66.0,9.0,,10.0,20.0,False,False,30.0,-11.5,11.5,-7.0,10/10/2010,10/10/2010,6,43.5,39.5,-150,100,0,0,-50,7.0,-110,0,-110,100,100
2792,10/10/2010,2010,5,OAK,,LAC,-7.0,44.0,,71.0,0.0,,35.0,27.0,False,False,62.0,18.0,18.0,-1.0,10/10/2010,10/10/2010,6,46.0,42.0,100,-150,0,0,-50,-15.0,100,0,100,-110,-110
2794,10/10/2010,2010,5,WAS,GB,GB,-3.0,45.5,,72.0,0.0,46.0,16.0,13.0,False,False,29.0,-16.5,16.5,0.0,10/10/2010,10/10/2010,6,47.5,43.5,-150,100,0,0,-50,-6.0,100,0,100,-110,-110
2797,10/17/2010,2010,6,DEN,NYJ,NYJ,-3.5,43.0,,73.0,4.0,13.0,20.0,24.0,False,False,44.0,1.0,1.0,-0.5,10/17/2010,10/17/2010,6,45.0,41.0,100,100,0,0,200,0.5,-110,0,-110,100,100
2806,10/17/2010,2010,6,TB,NO,NO,-5.5,44.0,,81.0,9.0,48.0,6.0,31.0,False,False,37.0,-7.0,7.0,-19.5,10/17/2010,10/17/2010,6,46.0,42.0,-150,100,0,0,-50,19.5,-110,0,-110,100,100
2807,10/17/2010,2010,6,WAS,IND,IND,-3.0,45.0,,70.0,7.0,46.0,24.0,27.0,False,False,51.0,6.0,6.0,0.0,10/17/2010,10/17/2010,6,47.0,43.0,100,-150,0,0,-50,0.0,-110,110,0,-110,0
2808,10/18/2010,2010,6,JAX,TEN,TEN,-3.0,43.5,,75.0,8.0,,3.0,30.0,False,False,33.0,-10.5,10.5,-24.0,10/18/2010,10/18/2010,0,45.5,41.5,-150,100,0,0,-50,24.0,-110,0,-110,100,100
2811,10/24/2010,2010,7,CAR,SF,SF,-2.5,35.5,,75.0,9.0,57.0,23.0,20.0,False,False,43.0,7.5,7.5,-0.5,10/24/2010,10/24/2010,6,37.5,33.5,100,-150,0,0,-50,-5.5,100,0,100,-110,-110
2816,10/24/2010,2010,7,MIA,PIT,PIT,-3.0,40.5,Rain | Fog,80.0,1.0,84.0,22.0,23.0,False,False,45.0,4.5,4.5,2.0,10/24/2010,10/24/2010,6,42.5,38.5,100,-150,0,0,-50,-2.0,100,0,100,-110,-110
2835,11/7/2010,2010,9,BUF,CHI,CHI,-3.0,41.5,DOME,72.0,0.0,,19.0,22.0,True,False,41.0,-0.5,0.5,0.0,11/7/2010,11/7/2010,6,43.5,39.5,100,100,0,0,200,0.0,-110,110,0,-110,0
2836,11/7/2010,2010,9,CAR,NO,NO,-6.5,40.5,,50.0,7.0,33.0,3.0,34.0,False,False,37.0,-3.5,3.5,-24.5,11/7/2010,11/7/2010,6,42.5,38.5,-150,100,0,0,-50,24.5,-110,0,-110,100,100
2837,11/7/2010,2010,9,CLE,NE,NE,-4.0,43.5,,44.0,13.0,,34.0,14.0,False,False,48.0,4.5,4.5,-16.0,11/7/2010,11/7/2010,6,45.5,41.5,100,-150,0,0,-50,-24.0,100,0,100,-110,-110
2838,11/7/2010,2010,9,DET,NYJ,NYJ,-5.5,42.0,DOME,72.0,0.0,,20.0,23.0,False,False,43.0,1.0,1.0,2.5,11/7/2010,11/7/2010,6,44.0,40.0,100,100,0,0,200,-2.5,100,0,100,-110,-110
2840,11/7/2010,2010,9,HOU,,LAC,-3.0,49.5,,64.0,8.0,,23.0,29.0,False,False,52.0,2.5,2.5,-3.0,11/7/2010,11/7/2010,6,51.5,47.5,100,-150,0,0,-50,3.0,-110,0,-110,100,100
2842,11/7/2010,2010,9,OAK,KC,PICK,0.0,41.0,Rain | Fog,63.0,9.0,82.0,23.0,20.0,False,False,43.0,2.0,2.0,-3.0,11/7/2010,11/7/2010,6,43.0,39.0,100,-150,0,150,100,-3.0,100,0,100,-110,-110
2844,11/7/2010,2010,9,SEA,NYG,NYG,-7.5,40.5,,56.0,15.0,,7.0,41.0,False,False,48.0,7.5,7.5,-26.5,11/7/2010,11/7/2010,6,42.5,38.5,100,-150,0,0,-50,26.5,-110,0,-110,100,100
2845,11/8/2010,2010,9,CIN,PIT,PIT,-5.5,41.5,,46.0,2.0,65.0,21.0,27.0,False,False,48.0,6.5,6.5,-0.5,11/8/2010,11/8/2010,0,43.5,39.5,100,-150,0,0,-50,0.5,-110,0,-110,100,100
2849,11/14/2010,2010,10,CHI,MIN,MIN,-1.0,41.5,,44.0,2.0,57.0,27.0,13.0,False,False,40.0,-1.5,1.5,-13.0,11/14/2010,11/14/2010,6,43.5,39.5,100,100,0,0,200,-15.0,100,0,100,-110,-110
2850,11/14/2010,2010,10,CLE,NYJ,NYJ,-3.5,37.0,,46.0,1.0,77.0,20.0,26.0,False,False,46.0,9.0,9.0,-2.5,11/14/2010,11/14/2010,6,39.0,35.0,100,-150,0,0,-50,2.5,-110,0,-110,100,100
2851,11/14/2010,2010,10,DEN,KC,KC,-1.0,44.5,,43.0,6.0,34.0,49.0,29.0,False,False,78.0,33.5,33.5,-19.0,11/14/2010,11/14/2010,6,46.5,42.5,100,-150,0,0,-50,-21.0,100,0,100,-110,-110
2853,11/14/2010,2010,10,JAX,HOU,PICK,0.0,48.5,,70.0,5.0,50.0,31.0,24.0,False,False,55.0,6.5,6.5,-7.0,11/14/2010,11/14/2010,6,50.5,46.5,100,-150,0,0,-50,-7.0,100,0,100,-110,-110
2859,11/15/2010,2010,10,WAS,PHI,PHI,-3.5,43.5,,52.0,3.0,67.0,28.0,59.0,False,False,87.0,43.5,43.5,-27.5,11/15/2010,11/15/2010,0,45.5,41.5,100,-150,0,0,-50,27.5,-110,0,-110,100,100
2861,11/21/2010,2010,11,CAR,BAL,BAL,-13.5,37.0,,65.0,6.0,43.0,13.0,37.0,False,False,50.0,13.0,13.0,-10.5,11/21/2010,11/21/2010,6,39.0,35.0,100,-150,0,0,-50,10.5,-110,0,-110,100,100
2866,11/21/2010,2010,11,MIN,GB,GB,-3.0,45.0,DOME,72.0,0.0,,3.0,31.0,False,False,34.0,-11.0,11.0,-25.0,11/21/2010,11/21/2010,6,47.0,43.0,-150,100,0,0,-50,25.0,-110,0,-110,100,100
2874,11/25/2010,2010,12,DAL,NO,NO,-4.5,49.0,DOME,72.0,0.0,,27.0,30.0,False,False,57.0,8.0,8.0,1.5,11/25/2010,11/25/2010,3,51.0,47.0,100,-150,0,0,-50,-1.5,100,0,100,-110,-110
2875,11/25/2010,2010,12,DET,NE,NE,-7.5,50.5,DOME,72.0,0.0,,24.0,45.0,False,False,69.0,18.5,18.5,-13.5,11/25/2010,11/25/2010,3,52.5,48.5,100,-150,0,0,-50,13.5,-110,0,-110,100,100
2879,11/28/2010,2010,12,BUF,PIT,PIT,-7.0,44.0,,36.0,1.0,78.0,16.0,19.0,False,False,35.0,-9.0,9.0,4.0,11/28/2010,11/28/2010,6,46.0,42.0,-150,100,0,0,-50,-4.0,100,0,100,-110,-110
2880,11/28/2010,2010,12,CHI,PHI,PHI,-3.5,43.0,,45.0,1.0,57.0,31.0,26.0,False,False,57.0,14.0,14.0,-1.5,11/28/2010,11/28/2010,6,45.0,41.0,100,-150,0,0,-50,-8.5,100,0,100,-110,-110
2887,11/28/2010,2010,12,SEA,KC,KC,-2.0,45.0,,43.0,1.0,,24.0,42.0,False,False,66.0,21.0,21.0,-16.0,11/28/2010,11/28/2010,6,47.0,43.0,100,-150,0,0,-50,16.0,-110,0,-110,100,100
2888,11/28/2010,2010,12,WAS,MIN,MIN,-2.5,44.0,,47.0,5.0,44.0,13.0,17.0,False,False,30.0,-14.0,14.0,-1.5,11/28/2010,11/28/2010,6,46.0,42.0,-150,100,0,0,-50,1.5,-110,0,-110,100,100
2889,11/29/2010,2010,12,ARI,SF,SF,-2.0,42.0,DOME,72.0,0.0,,6.0,27.0,False,False,33.0,-9.0,9.0,-19.0,11/29/2010,11/29/2010,0,44.0,40.0,-150,100,0,0,-50,19.0,-110,0,-110,100,100
2891,12/5/2010,2010,13,ARI,,LAR,-3.5,44.0,DOME,72.0,0.0,,6.0,19.0,False,False,25.0,-19.0,19.0,-9.5,12/5/2010,12/5/2010,6,46.0,42.0,-150,100,0,0,-50,9.5,-110,0,-110,100,100
2893,12/5/2010,2010,13,CIN,NO,NO,-7.0,45.5,,32.0,1.0,68.0,30.0,34.0,False,False,64.0,18.5,18.5,3.0,12/5/2010,12/5/2010,6,47.5,43.5,100,-150,0,0,-50,-3.0,100,0,100,-110,-110
2894,12/5/2010,2010,13,DET,CHI,CHI,-5.5,43.5,DOME,72.0,0.0,,20.0,24.0,False,False,44.0,0.5,0.5,1.5,12/5/2010,12/5/2010,6,45.5,41.5,100,100,0,0,200,-1.5,100,0,100,-110,-110
2902,12/5/2010,2010,13,TB,ATL,ATL,-3.0,43.5,,72.0,9.0,53.0,24.0,28.0,False,False,52.0,8.5,8.5,-1.0,12/5/2010,12/5/2010,6,45.5,41.5,100,-150,0,0,-50,1.0,-110,0,-110,100,100
2905,12/9/2010,2010,14,TEN,IND,IND,-4.0,44.0,,41.0,6.0,46.0,28.0,30.0,False,False,58.0,14.0,14.0,2.0,12/9/2010,12/9/2010,3,46.0,42.0,100,-150,0,0,-50,-2.0,100,0,100,-110,-110
2906,12/12/2010,2010,14,ARI,DEN,DEN,-4.0,44.0,DOME,72.0,0.0,,43.0,13.0,False,False,56.0,12.0,12.0,-26.0,12/12/2010,12/12/2010,6,46.0,42.0,100,-150,0,0,-50,-34.0,100,0,100,-110,-110
2907,12/12/2010,2010,14,BUF,CLE,PICK,0.0,39.0,Rain | Fog,36.0,6.0,95.0,13.0,6.0,False,False,19.0,-20.0,20.0,-7.0,12/12/2010,12/12/2010,6,41.0,37.0,-150,100,0,0,-50,-7.0,100,0,100,-110,-110
2908,12/12/2010,2010,14,CAR,ATL,ATL,-7.5,41.0,,47.0,1.0,94.0,10.0,31.0,False,False,41.0,0.0,0.0,-13.5,12/12/2010,12/12/2010,6,43.0,39.0,100,100,0,0,200,13.5,-110,0,-110,100,100
2909,12/12/2010,2010,14,CHI,NE,NE,-3.0,37.0,Snow,27.0,3.0,81.0,7.0,36.0,False,False,43.0,6.0,6.0,-26.0,12/12/2010,12/12/2010,6,39.0,35.0,100,-150,0,0,-50,26.0,-110,0,-110,100,100
2910,12/12/2010,2010,14,DAL,PHI,PHI,-4.0,51.0,DOME,72.0,0.0,,27.0,30.0,False,False,57.0,6.0,6.0,1.0,12/12/2010,12/12/2010,6,53.0,49.0,100,-150,0,0,-50,-1.0,100,0,100,-110,-110
2911,12/12/2010,2010,14,DET,GB,GB,-7.0,46.0,DOME,72.0,0.0,,7.0,3.0,False,False,10.0,-36.0,36.0,3.0,12/12/2010,12/12/2010,6,48.0,44.0,-150,100,0,0,-50,-11.0,100,0,100,-110,-110
2917,12/12/2010,2010,14,WAS,TB,TB,-1.5,41.5,,43.0,5.0,96.0,16.0,17.0,False,False,33.0,-8.5,8.5,0.5,12/12/2010,12/12/2010,6,43.5,39.5,-150,100,0,0,-50,-0.5,100,0,100,-110,-110
2918,12/13/2010,2010,14,HOU,BAL,BAL,-3.0,47.0,DOME,72.0,0.0,,28.0,34.0,False,False,62.0,15.0,15.0,-3.0,12/13/2010,12/13/2010,0,49.0,45.0,100,-150,0,0,-50,3.0,-110,0,-110,100,100
2919,12/13/2010,2010,14,MIN,NYG,NYG,-5.5,44.0,DOME,72.0,0.0,,3.0,21.0,True,False,24.0,-20.0,20.0,-12.5,12/13/2010,12/13/2010,0,46.0,42.0,-150,100,0,0,-50,12.5,-110,0,-110,100,100
2922,12/19/2010,2010,15,CIN,CLE,PICK,0.0,41.0,,28.0,8.0,59.0,19.0,17.0,False,False,36.0,-5.0,5.0,-2.0,12/19/2010,12/19/2010,6,43.0,39.0,-150,100,0,0,-50,-2.0,100,0,100,-110,-110
2930,12/19/2010,2010,15,SEA,ATL,ATL,-6.0,46.5,,45.0,2.0,,18.0,34.0,False,False,52.0,5.5,5.5,-10.0,12/19/2010,12/19/2010,6,48.5,44.5,100,-150,0,0,-50,10.0,-110,0,-110,100,100
2933,12/20/2010,2010,15,MIN,CHI,CHI,-7.0,33.0,Snow | Fog,23.0,1.0,,14.0,40.0,False,False,54.0,21.0,21.0,-19.0,12/20/2010,12/20/2010,0,35.0,31.0,100,-150,0,0,-50,19.0,-110,0,-110,100,100
2935,12/25/2010,2010,16,ARI,DAL,DAL,-7.5,45.0,DOME,72.0,0.0,,27.0,26.0,False,False,53.0,8.0,8.0,6.5,12/25/2010,12/25/2010,5,47.0,43.0,100,-150,0,0,-50,-8.5,100,0,100,-110,-110
