,Unnamed: 0,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two
3443,3443,12/23/2012,2012,16,HOU,MIN,HOU,-7.5,43.5,,75.0,12.0,,6.0,23.0,False,False,29.0,-14.5,14.5,9.5,2012-12-23,12/23/2012,6,45.5,41.5,-150,100,0,0,-50
3444,3444,12/23/2012,2012,16,JAX,NE,NE,-14.5,51.0,,60.0,0.0,,16.0,23.0,False,False,39.0,-12.0,12.0,7.5,2012-12-23,12/23/2012,6,53.0,49.0,-150,100,0,0,-50
3445,3445,12/23/2012,2012,16,KC,IND,IND,-6.0,41.5,,36.0,6.0,74.0,13.0,20.0,False,False,33.0,-8.5,8.5,-1.0,2012-12-23,12/23/2012,6,43.5,39.5,-150,100,0,0,-50
3446,3446,12/23/2012,2012,16,MIA,BUF,MIA,-5.0,43.0,,73.0,9.0,47.0,24.0,10.0,False,False,34.0,-9.0,9.0,9.0,2012-12-23,12/23/2012,6,45.0,41.0,-150,100,0,0,-50
3447,3447,12/23/2012,2012,16,NYJ,,NYJ,-3.0,38.0,,41.0,8.0,54.0,17.0,27.0,False,False,44.0,6.0,6.0,7.0,2012-12-23,12/23/2012,6,40.0,36.0,100,-150,0,0,-50
3448,3448,12/23/2012,2012,16,PHI,WAS,WAS,-6.0,46.0,,44.0,9.0,52.0,20.0,27.0,False,False,47.0,1.0,1.0,-1.0,2012-12-23,12/23/2012,6,48.0,44.0,100,100,0,0,200
3449,3449,12/23/2012,2012,16,PIT,CIN,PIT,-3.5,40.0,,38.0,12.0,56.0,10.0,13.0,False,False,23.0,-17.0,17.0,-0.5,2012-12-23,12/23/2012,6,42.0,38.0,-150,100,0,0,-50
3450,3450,12/23/2012,2012,16,SEA,SF,SEA,-2.0,40.5,Rain,45.0,3.0,76.0,42.0,13.0,False,False,55.0,14.5,14.5,27.0,2012-12-23,12/23/2012,6,42.5,38.5,100,-150,0,0,-50
3451,3451,12/23/2012,2012,16,TB,,TB,-3.0,44.0,,63.0,8.0,28.0,13.0,28.0,False,False,41.0,-3.0,3.0,12.0,2012-12-23,12/23/2012,6,46.0,42.0,-150,100,0,0,-50
3452,3452,12/30/2012,2012,17,ATL,TB,ATL,-3.0,46.0,DOME,72.0,0.0,,17.0,22.0,False,False,39.0,-7.0,7.0,2.0,2012-12-30,12/30/2012,6,48.0,44.0,-150,100,0,0,-50
3453,3453,12/30/2012,2012,17,BUF,NYJ,BUF,-3.5,41.0,,28.0,8.0,53.0,28.0,9.0,False,False,37.0,-4.0,4.0,15.5,2012-12-30,12/30/2012,6,43.0,39.0,-150,100,0,0,-50
3454,3454,12/30/2012,2012,17,CIN,BAL,CIN,-3.0,42.5,,28.0,8.0,72.0,23.0,17.0,False,False,40.0,-2.5,2.5,3.0,2012-12-30,12/30/2012,6,44.5,40.5,-150,100,0,0,-50
3455,3455,12/30/2012,2012,17,DEN,KC,DEN,-17.0,41.5,,35.0,13.0,41.0,38.0,3.0,False,False,41.0,-0.5,0.5,18.0,2012-12-30,12/30/2012,6,43.5,39.5,100,100,0,0,200
3456,3456,12/30/2012,2012,17,DET,CHI,CHI,-3.0,46.0,DOME,72.0,0.0,,24.0,26.0,False,False,50.0,4.0,4.0,1.0,2012-12-30,12/30/2012,6,48.0,44.0,100,-150,0,0,-50
3457,3457,12/30/2012,2012,17,IND,HOU,HOU,-6.0,47.0,DOME,72.0,0.0,,28.0,16.0,False,False,44.0,-3.0,3.0,-6.0,2012-12-30,12/30/2012,6,49.0,45.0,-150,100,0,0,-50
3458,3458,12/30/2012,2012,17,MIN,GB,GB,-3.0,46.0,DOME,72.0,0.0,,37.0,34.0,False,False,71.0,25.0,25.0,0.0,2012-12-30,12/30/2012,6,48.0,44.0,100,-150,0,0,-50
3459,3459,12/30/2012,2012,17,NE,MIA,NE,-10.0,46.5,,28.0,13.0,45.0,28.0,0.0,False,False,28.0,-18.5,18.5,18.0,2012-12-30,12/30/2012,6,48.5,44.5,-150,100,0,0,-50
3460,3460,12/30/2012,2012,17,NO,CAR,NO,-4.0,54.0,DOME,72.0,0.0,,38.0,44.0,False,False,82.0,28.0,28.0,2.0,2012-12-30,12/30/2012,6,56.0,52.0,100,-150,0,0,-50
3461,3461,12/30/2012,2012,17,NYG,PHI,NYG,-6.5,44.5,Snow,34.0,21.0,50.0,42.0,7.0,False,False,49.0,4.5,4.5,28.5,2012-12-30,12/30/2012,6,46.5,42.5,100,-150,0,0,-50
3462,3462,12/30/2012,2012,17,PIT,CLE,PIT,-9.5,36.0,,28.0,13.0,78.0,24.0,10.0,False,False,34.0,-2.0,2.0,4.5,2012-12-30,12/30/2012,6,38.0,34.0,-150,100,150,0,100
3463,3463,12/30/2012,2012,17,SF,ARI,SF,-16.5,39.5,,53.0,5.0,70.0,27.0,13.0,False,False,40.0,0.5,0.5,-2.5,2012-12-30,12/30/2012,6,41.5,37.5,100,100,0,0,200
3464,3464,12/30/2012,2012,17,SEA,,SEA,-12.0,42.5,,42.0,4.0,77.0,20.0,13.0,False,False,33.0,-9.5,9.5,-5.0,2012-12-30,12/30/2012,6,44.5,40.5,-150,100,0,0,-50
3465,3465,12/30/2012,2012,17,TEN,JAX,TEN,-5.5,42.0,,39.0,4.0,50.0,38.0,20.0,False,False,58.0,16.0,16.0,12.5,2012-12-30,12/30/2012,6,44.0,40.0,100,-150,0,0,-50
3466,3466,12/30/2012,2012,17,WAS,DAL,WAS,-3.0,49.0,,37.0,9.0,53.0,28.0,18.0,False,False,46.0,-3.0,3.0,7.0,2012-12-30,12/30/2012,6,51.0,47.0,-150,100,0,0,-50
3467,3467,1/5/2013,2012,18,GB,MIN,GB,-11.0,44.5,,,,,24.0,10.0,False,True,34.0,-10.5,10.5,3.0,2013-01-05,1/5/2013,5,46.5,42.5,-150,100,0,0,-50
3468,3468,1/5/2013,2012,18,HOU,CIN,HOU,-4.0,42.5,,,,,19.0,13.0,False,True,32.0,-10.5,10.5,2.0,2013-01-05,1/5/2013,5,44.5,40.5,-150,100,0,0,-50
3469,3469,1/6/2013,2012,18,BAL,IND,BAL,-7.0,47.0,,,,,24.0,9.0,False,True,33.0,-14.0,14.0,8.0,2013-01-06,1/6/2013,6,49.0,45.0,-150,100,0,0,-50
3470,3470,1/6/2013,2012,18,WAS,SEA,SEA,-3.0,45.0,,,,,14.0,24.0,False,True,38.0,-7.0,7.0,-7.0,2013-01-06,1/6/2013,6,47.0,43.0,-150,100,0,0,-50
3471,3471,1/12/2013,2012,19,DEN,BAL,DEN,-9.0,44.5,,,,,35.0,38.0,False,True,73.0,28.5,28.5,-6.0,2013-01-12,1/12/2013,5,46.5,42.5,100,-150,0,0,-50
3472,3472,1/12/2013,2012,19,SF,GB,SF,-3.0,45.5,,,,,45.0,31.0,False,True,76.0,30.5,30.5,11.0,2013-01-12,1/12/2013,5,47.5,43.5,100,-150,0,0,-50
3473,3473,1/13/2013,2012,19,ATL,SEA,ATL,-3.0,47.0,DOME,72.0,0.0,,30.0,28.0,False,True,58.0,11.0,11.0,-1.0,2013-01-13,1/13/2013,6,49.0,45.0,100,-150,0,0,-50
3474,3474,1/13/2013,2012,19,NE,HOU,NE,-9.5,51.0,,,,,41.0,28.0,False,True,69.0,18.0,18.0,3.5,2013-01-13,1/13/2013,6,53.0,49.0,100,-150,0,0,-50
3475,3475,1/20/2013,2012,20,ATL,SF,SF,-4.5,49.0,DOME,72.0,0.0,,24.0,28.0,False,True,52.0,3.0,3.0,0.5,2013-01-20,1/20/2013,6,51.0,47.0,100,-150,0,0,-50
3476,3476,1/20/2013,2012,20,NE,BAL,NE,-7.5,51.5,,,,,13.0,28.0,False,True,41.0,-10.5,10.5,7.5,2013-01-20,1/20/2013,6,53.5,49.5,-150,100,0,0,-50
3477,3477,2/3/2013,2012,21,SF,BAL,SF,-4.5,48.0,,,,,31.0,34.0,True,True,65.0,17.0,17.0,-1.5,2013-02-03,2/3/2013,6,50.0,46.0,100,-150,0,0,-50
3478,3478,9/5/2013,2013,1,DEN,BAL,DEN,-7.5,49.5,,83.0,7.0,30.0,49.0,27.0,False,False,76.0,26.5,26.5,14.5,2013-09-05,9/5/2013,3,51.5,47.5,100,-150,0,0,-50
3479,3479,9/8/2013,2013,1,BUF,NE,NE,-10.5,51.5,,65.0,6.0,55.0,21.0,23.0,False,False,44.0,-7.5,7.5,8.5,2013-09-08,9/8/2013,6,53.5,49.5,-150,100,0,0,-50
3480,3480,9/8/2013,2013,1,CAR,SEA,SEA,-3.5,45.0,,87.0,7.0,48.0,7.0,12.0,False,False,19.0,-26.0,26.0,-1.5,2013-09-08,9/8/2013,6,47.0,43.0,-150,100,0,0,-50
3481,3481,9/8/2013,2013,1,CHI,CIN,CHI,-3.0,42.0,,77.0,13.0,79.0,24.0,21.0,False,False,45.0,3.0,3.0,0.0,2013-09-08,9/8/2013,6,44.0,40.0,100,-150,0,0,-50
3482,3482,9/8/2013,2013,1,CLE,MIA,CLE,-2.5,40.5,,72.0,16.0,80.0,10.0,23.0,False,False,33.0,-7.5,7.5,10.5,2013-09-08,9/8/2013,6,42.5,38.5,-150,100,0,0,-50
3483,3483,9/8/2013,2013,1,DAL,NYG,DAL,-3.5,50.0,DOME,72.0,0.0,,36.0,31.0,False,False,67.0,17.0,17.0,1.5,2013-09-08,9/8/2013,6,52.0,48.0,100,-150,0,0,-50
3484,3484,9/8/2013,2013,1,DET,MIN,DET,-4.5,47.5,DOME,72.0,0.0,,34.0,24.0,False,False,58.0,10.5,10.5,5.5,2013-09-08,9/8/2013,6,49.5,45.5,100,-150,0,0,-50
3485,3485,9/8/2013,2013,1,IND,OAK,IND,-11.5,45.5,DOME,72.0,0.0,,21.0,17.0,False,False,38.0,-7.5,7.5,-7.5,2013-09-08,9/8/2013,6,47.5,43.5,-150,100,0,0,-50
3486,3486,9/8/2013,2013,1,JAX,KC,KC,-4.5,43.0,,87.0,10.0,55.0,2.0,28.0,False,False,30.0,-13.0,13.0,-21.5,2013-09-08,9/8/2013,6,45.0,41.0,-150,100,0,0,-50
3487,3487,9/8/2013,2013,1,NO,ATL,NO,-3.5,56.0,DOME,72.0,0.0,,23.0,17.0,False,False,40.0,-16.0,16.0,2.5,2013-09-08,9/8/2013,6,58.0,54.0,-150,100,0,0,-50
3488,3488,9/8/2013,2013,1,NYJ,TB,TB,-6.0,39.0,,82.0,9.0,50.0,18.0,17.0,False,False,35.0,-4.0,4.0,5.0,2013-09-08,9/8/2013,6,41.0,37.0,-150,100,0,0,-50
3489,3489,9/8/2013,2013,1,PIT,TEN,PIT,-6.0,42.0,,74.0,9.0,76.0,9.0,16.0,False,False,25.0,-17.0,17.0,1.0,2013-09-08,9/8/2013,6,44.0,40.0,-150,100,0,0,-50
3490,3490,9/8/2013,2013,1,SF,GB,SF,-5.0,48.5,,69.0,6.0,67.0,34.0,28.0,False,False,62.0,13.5,13.5,1.0,2013-09-08,9/8/2013,6,50.5,46.5,100,-150,0,0,-50
3491,3491,9/9/2013,2013,1,WAS,PHI,WAS,-4.5,53.5,,80.0,9.0,52.0,27.0,33.0,False,False,60.0,6.5,6.5,1.5,2013-09-09,9/9/2013,0,55.5,51.5,100,-150,0,0,-50
3492,3492,9/12/2013,2013,2,NE,NYJ,NE,-11.5,43.5,Rain | Fog,72.0,8.0,89.0,13.0,10.0,False,False,23.0,-20.5,20.5,-8.5,2013-09-12,9/12/2013,3,45.5,41.5,-150,100,0,0,-50
3493,3493,9/15/2013,2013,2,ARI,DET,DET,-2.0,48.5,DOME,72.0,0.0,,25.0,21.0,False,False,46.0,-2.5,2.5,-2.0,2013-09-15,9/15/2013,6,50.5,46.5,-150,100,0,0,-50
3494,3494,9/15/2013,2013,2,ATL,,ATL,-5.5,47.5,DOME,72.0,0.0,,31.0,24.0,False,False,55.0,7.5,7.5,1.5,2013-09-15,9/15/2013,6,49.5,45.5,100,-150,0,0,-50
3495,3495,9/15/2013,2013,2,BAL,CLE,BAL,-7.0,44.0,,78.0,6.0,37.0,14.0,6.0,False,False,20.0,-24.0,24.0,1.0,2013-09-15,9/15/2013,6,46.0,42.0,-150,100,0,0,-50
3496,3496,9/15/2013,2013,2,BUF,CAR,CAR,-3.5,43.5,,66.0,10.0,59.0,24.0,23.0,False,False,47.0,3.5,3.5,2.5,2013-09-15,9/15/2013,6,45.5,41.5,100,-150,0,0,-50
3497,3497,9/15/2013,2013,2,CHI,MIN,CHI,-6.5,42.0,Rain,62.0,6.0,76.0,31.0,30.0,False,False,61.0,19.0,19.0,-5.5,2013-09-15,9/15/2013,6,44.0,40.0,100,-150,0,0,-50
3498,3498,9/15/2013,2013,2,GB,WAS,GB,-8.0,50.0,,62.0,4.0,100.0,38.0,20.0,False,False,58.0,8.0,8.0,10.0,2013-09-15,9/15/2013,6,52.0,48.0,100,-150,0,0,-50
3499,3499,9/15/2013,2013,2,HOU,TEN,HOU,-9.0,43.0,,91.0,9.0,54.0,30.0,24.0,False,False,54.0,11.0,11.0,-3.0,2013-09-15,9/15/2013,6,45.0,41.0,100,-150,0,0,-50
3500,3500,9/15/2013,2013,2,IND,MIA,IND,-3.0,44.0,DOME,72.0,0.0,,20.0,24.0,False,False,44.0,0.0,0.0,1.0,2013-09-15,9/15/2013,6,46.0,42.0,100,100,0,0,200
3501,3501,9/15/2013,2013,2,KC,DAL,KC,-3.0,46.0,,79.0,6.0,69.0,17.0,16.0,False,False,33.0,-13.0,13.0,-2.0,2013-09-15,9/15/2013,6,48.0,44.0,-150,100,0,0,-50
3502,3502,9/15/2013,2013,2,NYG,DEN,DEN,-4.0,55.5,,70.0,3.0,33.0,23.0,41.0,False,False,64.0,8.5,8.5,-14.0,2013-09-15,9/15/2013,6,57.5,53.5,100,-150,0,0,-50
3503,3503,9/15/2013,2013,2,OAK,JAX,OAK,-5.0,40.0,,76.0,9.0,52.0,19.0,9.0,False,False,28.0,-12.0,12.0,5.0,2013-09-15,9/15/2013,6,42.0,38.0,-150,100,0,0,-50
3504,3504,9/15/2013,2013,2,PHI,,PHI,-7.5,54.0,,72.0,7.0,40.0,30.0,33.0,False,False,63.0,9.0,9.0,-4.5,2013-09-15,9/15/2013,6,56.0,52.0,100,-150,0,0,-50
3505,3505,9/15/2013,2013,2,SEA,SF,SEA,-2.5,44.5,Rain,64.0,6.0,81.0,29.0,3.0,False,False,32.0,-12.5,12.5,23.5,2013-09-15,9/15/2013,6,46.5,42.5,-150,100,0,0,-50
3506,3506,9/15/2013,2013,2,TB,NO,NO,-4.0,48.5,,93.0,8.0,47.0,14.0,16.0,False,False,30.0,-18.5,18.5,2.0,2013-09-15,9/15/2013,6,50.5,46.5,-150,100,0,0,-50
3507,3507,9/16/2013,2013,2,CIN,PIT,CIN,-6.5,41.0,,62.0,5.0,75.0,20.0,10.0,False,False,30.0,-11.0,11.0,3.5,2013-09-16,9/16/2013,0,43.0,39.0,-150,100,0,0,-50
3508,3508,9/19/2013,2013,3,PHI,KC,PHI,-3.5,51.0,,73.0,5.0,43.0,16.0,26.0,False,False,42.0,-9.0,9.0,6.5,2013-09-19,9/19/2013,3,53.0,49.0,-150,100,0,0,-50
3509,3509,9/22/2013,2013,3,BAL,HOU,HOU,-1.0,44.5,,73.0,9.0,44.0,30.0,9.0,False,False,39.0,-5.5,5.5,-20.0,2013-09-22,9/22/2013,6,46.5,42.5,-150,100,0,0,-50
3510,3510,9/22/2013,2013,3,CAR,NYG,NYG,-3.0,47.0,,77.0,15.0,52.0,38.0,0.0,False,False,38.0,-9.0,9.0,-35.0,2013-09-22,9/22/2013,6,49.0,45.0,-150,100,0,0,-50
3511,3511,9/22/2013,2013,3,CIN,GB,GB,-3.0,50.5,,67.0,7.0,52.0,34.0,30.0,False,False,64.0,13.5,13.5,-1.0,2013-09-22,9/22/2013,6,52.5,48.5,100,-150,0,0,-50
3512,3512,9/22/2013,2013,3,DAL,,DAL,-3.5,47.0,DOME,72.0,0.0,,31.0,7.0,False,False,38.0,-9.0,9.0,20.5,2013-09-22,9/22/2013,6,49.0,45.0,-150,100,0,0,-50
3513,3513,9/22/2013,2013,3,MIA,ATL,MIA,-2.5,46.0,,89.0,8.0,58.0,27.0,23.0,False,False,50.0,4.0,4.0,1.5,2013-09-22,9/22/2013,6,48.0,44.0,100,-150,0,0,-50
3514,3514,9/22/2013,2013,3,MIN,CLE,MIN,-7.0,40.5,DOME,72.0,0.0,,27.0,31.0,False,False,58.0,17.5,17.5,-3.0,2013-09-22,9/22/2013,6,42.5,38.5,100,-150,0,0,-50
3515,3515,9/22/2013,2013,3,NE,TB,NE,-7.5,45.0,,72.0,9.0,72.0,23.0,3.0,False,False,26.0,-19.0,19.0,12.5,2013-09-22,9/22/2013,6,47.0,43.0,-150,100,0,0,-50
3516,3516,9/22/2013,2013,3,NO,ARI,NO,-7.5,49.5,DOME,72.0,0.0,,31.0,7.0,False,False,38.0,-11.5,11.5,16.5,2013-09-22,9/22/2013,6,51.5,47.5,-150,100,0,0,-50
3517,3517,9/22/2013,2013,3,NYJ,BUF,NYJ,-2.5,41.0,,67.0,9.0,46.0,27.0,20.0,False,False,47.0,6.0,6.0,4.5,2013-09-22,9/22/2013,6,43.0,39.0,100,-150,0,0,-50
3518,3518,9/22/2013,2013,3,PIT,CHI,CHI,-2.5,41.0,,56.0,5.0,72.0,23.0,40.0,False,False,63.0,22.0,22.0,-14.5,2013-09-22,9/22/2013,6,43.0,39.0,100,-150,0,0,-50
3519,3519,9/22/2013,2013,3,SF,IND,SF,-10.0,47.0,,66.0,5.0,63.0,7.0,27.0,False,False,34.0,-13.0,13.0,10.0,2013-09-22,9/22/2013,6,49.0,45.0,-150,100,0,0,-50
3520,3520,9/22/2013,2013,3,SEA,JAX,SEA,-20.0,39.5,,61.0,17.0,87.0,45.0,17.0,False,False,62.0,22.5,22.5,8.0,2013-09-22,9/22/2013,6,41.5,37.5,100,-150,0,0,-50
3521,3521,9/22/2013,2013,3,TEN,,TEN,-3.0,43.5,,76.0,7.0,46.0,20.0,17.0,False,False,37.0,-6.5,6.5,0.0,2013-09-22,9/22/2013,6,45.5,41.5,-150,100,0,0,-50
3522,3522,9/22/2013,2013,3,WAS,DET,DET,-1.0,49.5,,72.0,8.0,51.0,20.0,27.0,False,False,47.0,-2.5,2.5,-6.0,2013-09-22,9/22/2013,6,51.5,47.5,-150,100,0,0,-50
3523,3523,9/23/2013,2013,3,DEN,OAK,DEN,-16.5,50.0,,64.0,16.0,28.0,37.0,21.0,False,False,58.0,8.0,8.0,-0.5,2013-09-23,9/23/2013,0,52.0,48.0,100,-150,0,0,-50
3524,3524,9/29/2013,2013,4,ATL,NE,ATL,-3.0,50.0,DOME,72.0,0.0,,23.0,30.0,False,False,53.0,3.0,3.0,4.0,2013-09-29,9/29/2013,6,52.0,48.0,100,-150,0,0,-50
3525,3525,9/29/2013,2013,4,BUF,BAL,BAL,-4.0,45.0,,74.0,8.0,57.0,23.0,20.0,False,False,43.0,-2.0,2.0,1.0,2013-09-29,9/29/2013,6,47.0,43.0,-150,100,150,0,100
3526,3526,9/29/2013,2013,4,CLE,CIN,CIN,-4.5,42.5,,73.0,9.0,67.0,17.0,6.0,False,False,23.0,-19.5,19.5,-6.5,2013-09-29,9/29/2013,6,44.5,40.5,-150,100,0,0,-50
3527,3527,9/29/2013,2013,4,DEN,PHI,DEN,-11.5,59.0,,76.0,8.0,16.0,52.0,20.0,False,False,72.0,13.0,13.0,20.5,2013-09-29,9/29/2013,6,61.0,57.0,100,-150,0,0,-50
3528,3528,9/29/2013,2013,4,DET,CHI,DET,-2.5,49.5,DOME,72.0,0.0,,40.0,32.0,False,False,72.0,22.5,22.5,5.5,2013-09-29,9/29/2013,6,51.5,47.5,100,-150,0,0,-50
3529,3529,9/29/2013,2013,4,HOU,SEA,SEA,-2.0,41.0,,82.0,9.0,90.0,20.0,23.0,False,False,43.0,2.0,2.0,-1.0,2013-09-29,9/29/2013,6,43.0,39.0,100,-150,0,150,100
3530,3530,9/29/2013,2013,4,JAX,IND,IND,-9.5,42.5,,80.0,12.0,65.0,3.0,37.0,False,False,40.0,-2.5,2.5,-24.5,2013-09-29,9/29/2013,6,44.5,40.5,-150,100,0,0,-50
3531,3531,9/29/2013,2013,4,KC,NYG,KC,-4.5,44.0,,73.0,5.0,65.0,31.0,7.0,False,False,38.0,-6.0,6.0,19.5,2013-09-29,9/29/2013,6,46.0,42.0,-150,100,0,0,-50
3532,3532,9/29/2013,2013,4,MIN,PIT,PIT,-3.0,42.5,DOME,72.0,0.0,,34.0,27.0,True,False,61.0,18.5,18.5,-4.0,2013-09-29,9/29/2013,6,44.5,40.5,100,-150,0,0,-50
3533,3533,9/29/2013,2013,4,OAK,WAS,WAS,-4.0,46.0,,77.0,5.0,52.0,14.0,24.0,False,False,38.0,-8.0,8.0,-6.0,2013-09-29,9/29/2013,6,48.0,44.0,-150,100,0,0,-50
3534,3534,9/29/2013,2013,4,TB,ARI,TB,-2.5,40.0,,84.0,7.0,55.0,10.0,13.0,False,False,23.0,-17.0,17.0,0.5,2013-09-29,9/29/2013,6,42.0,38.0,-150,100,0,0,-50
3535,3535,9/29/2013,2013,4,TEN,NYJ,TEN,-3.5,40.5,Rain,74.0,4.0,51.0,38.0,13.0,False,False,51.0,10.5,10.5,21.5,2013-09-29,9/29/2013,6,42.5,38.5,100,-150,0,0,-50
3536,3536,9/30/2013,2013,4,NO,MIA,NO,-7.5,49.0,DOME,72.0,0.0,,38.0,17.0,False,False,55.0,6.0,6.0,13.5,2013-09-30,9/30/2013,0,51.0,47.0,100,-150,0,0,-50
3537,3537,10/3/2013,2013,5,CLE,BUF,CLE,-4.0,41.0,Rain,75.0,8.0,73.0,37.0,24.0,False,False,61.0,20.0,20.0,9.0,2013-10-03,10/3/2013,3,43.0,39.0,100,-150,0,0,-50
3538,3538,10/6/2013,2013,5,ARI,CAR,CAR,-3.0,42.5,DOME,72.0,0.0,,22.0,6.0,False,False,28.0,-14.5,14.5,-13.0,2013-10-06,10/6/2013,6,44.5,40.5,-150,100,0,0,-50
3539,3539,10/6/2013,2013,5,CHI,NO,NO,-1.5,51.5,,61.0,12.0,49.0,18.0,26.0,False,False,44.0,-7.5,7.5,-6.5,2013-10-06,10/6/2013,6,53.5,49.5,-150,100,0,0,-50
3540,3540,10/6/2013,2013,5,CIN,NE,NE,-1.0,45.5,,74.0,7.0,93.0,13.0,6.0,False,False,19.0,-26.5,26.5,-6.0,2013-10-06,10/6/2013,6,47.5,43.5,-150,100,0,0,-50
3541,3541,10/6/2013,2013,5,DAL,DEN,DEN,-9.0,57.5,DOME,72.0,0.0,,48.0,51.0,False,False,99.0,41.5,41.5,6.0,2013-10-06,10/6/2013,6,59.5,55.5,100,-150,0,0,-50
3542,3542,10/6/2013,2013,5,GB,DET,GB,-9.5,55.0,,61.0,12.0,59.0,22.0,9.0,False,False,31.0,-24.0,24.0,3.5,2013-10-06,10/6/2013,6,57.0,53.0,-150,100,0,0,-50
3543,3543,10/6/2013,2013,5,IND,SEA,SEA,-3.0,44.0,DOME,72.0,0.0,,34.0,28.0,False,False,62.0,18.0,18.0,-3.0,2013-10-06,10/6/2013,6,46.0,42.0,100,-150,0,0,-50
3544,3544,10/6/2013,2013,5,MIA,BAL,MIA,-2.5,43.0,,87.0,6.0,56.0,23.0,26.0,False,False,49.0,6.0,6.0,0.5,2013-10-06,10/6/2013,6,45.0,41.0,100,-150,0,0,-50
3545,3545,10/6/2013,2013,5,NYG,PHI,NYG,-1.5,54.0,Fog,69.0,9.0,100.0,21.0,36.0,False,False,57.0,3.0,3.0,13.5,2013-10-06,10/6/2013,6,56.0,52.0,100,-150,0,0,-50
3546,3546,10/6/2013,2013,5,OAK,,LAC,-5.0,47.0,,70.0,2.0,,27.0,17.0,False,False,44.0,-3.0,3.0,-5.0,2013-10-06,10/6/2013,6,49.0,45.0,-150,100,0,0,-50
3547,3547,10/6/2013,2013,5,SF,HOU,SF,-4.5,44.0,,76.0,9.0,40.0,34.0,3.0,False,False,37.0,-7.0,7.0,26.5,2013-10-06,10/6/2013,6,46.0,42.0,-150,100,0,0,-50
3548,3548,10/6/2013,2013,5,TEN,KC,KC,-3.0,38.5,Rain,74.0,6.0,83.0,17.0,26.0,False,False,43.0,4.5,4.5,-6.0,2013-10-06,10/6/2013,6,40.5,36.5,100,-150,0,0,-50
3549,3549,10/7/2013,2013,5,ATL,NYJ,ATL,-10.5,45.0,DOME,72.0,0.0,,28.0,30.0,False,False,58.0,13.0,13.0,-8.5,2013-10-07,10/7/2013,0,47.0,43.0,100,-150,0,0,-50
3550,3550,10/10/2013,2013,6,CHI,NYG,CHI,-8.5,48.0,,63.0,6.0,74.0,27.0,21.0,False,False,48.0,0.0,0.0,-2.5,2013-10-10,10/10/2013,3,50.0,46.0,100,100,0,0,200
3551,3551,10/13/2013,2013,6,BAL,GB,GB,-2.0,48.0,Rain,68.0,10.0,83.0,17.0,19.0,False,False,36.0,-12.0,12.0,0.0,2013-10-13,10/13/2013,6,50.0,46.0,-150,100,0,0,-50
3552,3552,10/13/2013,2013,6,BUF,CIN,CIN,-6.0,41.0,,68.0,5.0,70.0,24.0,27.0,False,False,51.0,10.0,10.0,3.0,2013-10-13,10/13/2013,6,43.0,39.0,100,-150,0,0,-50
3553,3553,10/13/2013,2013,6,CLE,DET,DET,-2.5,43.5,,67.0,8.0,78.0,17.0,31.0,False,False,48.0,4.5,4.5,-11.5,2013-10-13,10/13/2013,6,45.5,41.5,100,-150,0,0,-50
3554,3554,10/13/2013,2013,6,DAL,WAS,DAL,-5.5,51.5,DOME,72.0,0.0,,31.0,16.0,False,False,47.0,-4.5,4.5,9.5,2013-10-13,10/13/2013,6,53.5,49.5,-150,100,0,0,-50
3555,3555,10/13/2013,2013,6,DEN,JAX,DEN,-26.5,52.0,,59.0,7.0,53.0,35.0,19.0,False,False,54.0,2.0,2.0,-10.5,2013-10-13,10/13/2013,6,54.0,50.0,100,-150,0,150,100
3556,3556,10/13/2013,2013,6,HOU,,HOU,-9.0,42.5,,76.0,5.0,94.0,13.0,38.0,False,False,51.0,8.5,8.5,16.0,2013-10-13,10/13/2013,6,44.5,40.5,100,-150,0,0,-50
3557,3557,10/13/2013,2013,6,KC,OAK,KC,-7.5,41.5,,70.0,7.0,41.0,24.0,7.0,False,False,31.0,-10.5,10.5,9.5,2013-10-13,10/13/2013,6,43.5,39.5,-150,100,0,0,-50
3558,3558,10/13/2013,2013,6,MIN,CAR,MIN,-2.5,44.5,DOME,72.0,0.0,,10.0,35.0,False,False,45.0,0.5,0.5,22.5,2013-10-13,10/13/2013,6,46.5,42.5,100,100,0,0,200
3559,3559,10/13/2013,2013,6,NE,NO,NE,-2.5,50.0,,59.0,7.0,57.0,30.0,27.0,False,False,57.0,7.0,7.0,0.5,2013-10-13,10/13/2013,6,52.0,48.0,100,-150,0,0,-50
3560,3560,10/13/2013,2013,6,NYJ,PIT,PIT,-1.5,41.0,,65.0,10.0,68.0,6.0,19.0,False,False,25.0,-16.0,16.0,-11.5,2013-10-13,10/13/2013,6,43.0,39.0,-150,100,0,0,-50
3561,3561,10/13/2013,2013,6,SF,ARI,SF,-10.5,41.0,,67.0,5.0,55.0,32.0,20.0,False,False,52.0,11.0,11.0,1.5,2013-10-13,10/13/2013,6,43.0,39.0,100,-150,0,0,-50
